gene_name,CD34 shRNA SC,CD34 shRNA HRI 1,CD34 shRNA HRI 2,HUDEP2_nontargeting_sgRNA_undifferentiated_rep1,HUDEP2_HRI_sgRNA5_undifferentiated_rep1,HUDEP2_nontargeting_sgRNA_undifferentiated_rep2,HUDEP2_HRI_sgRNA5_undifferentiated_rep2,HUDEP2_nontargeting_sgRNA_differentiated_rep1,HUDEP2_HRI_sgRNA5_differentiated_rep1,HUDEP2_nontargeting_sgRNA_differentiated_rep2,HUDEP2_HRI_sgRNA5_differentiated_rep2
TMEM255B,49,34,48,25,11,10,21,24,6,25,14
PROS1,1696,1523,1737,10341,11859,14710,14293,5894,4891,6131,5042
GAST,0,0,5,0,0,0,0,2,0,0,0
NUTM1,0,3,9,10,4,6,3,7,1,10,2
HDDC3,650,540,1082,610,725,893,963,762,883,852,785
BEX5,0,0,0,0,0,0,0,0,5,0,0
ZFP1,394,133,252,694,833,827,803,576,434,649,415
CEND1,9,9,9,0,4,7,2,7,12,3,9
C6orf58,0,0,0,3,0,4,5,0,3,7,4
DHRS7C,0,0,0,1,0,0,0,0,0,0,0
DUSP8,9,10,34,3,7,9,3,26,22,23,14
SOCS3,680,417,519,11,18,18,14,106,255,106,263
SPEM2,0,0,0,2,0,0,0,0,2,1,1
SLITRK6,18,24,31,0,0,0,0,3,0,1,2
PIWIL3,48,26,34,133,101,133,151,35,35,26,53
LPAR5,166,67,72,605,599,874,830,106,199,128,165
XPOT,20745,11849,15182,18645,20875,20744,20979,30600,21726,35725,22844
TMEM173,237,48,93,742,771,698,820,28,16,21,12
PDE4B,14,6,16,2,0,5,0,0,11,3,0
FAM19A3,3,0,4,2,0,0,0,0,0,0,0
C14orf180,1,0,0,0,0,0,0,1,1,2,3
SNN,63,33,53,88,128,103,99,65,31,66,70
FAM167A-AS1,52,6,30,6,13,21,14,56,77,62,69
KCNH7,0,3,0,0,0,2,11,6,3,2,5
NELL2,10,2,7,5,4,5,11,21,39,21,57
KRBA2,274,134,399,48,84,59,27,210,183,206,248
MED12,1840,1495,2243,1843,1960,2248,2008,1502,1654,1510,1784
ZNF93,144,57,68,28,24,57,22,20,41,39,39
9-Sep,172,86,134,120,213,72,43,10,11,4,5
PRSS55,13,4,0,2,2,1,2,2,7,3,1
ODF4,0,0,0,2,0,0,0,0,1,0,4
FOXD4L4,0,0,0,1,0,3,11,4,1,0,0
CDCA2,4944,3181,6049,4697,5866,6365,6486,9239,9253,9766,10941
OR7E14P,2,0,0,0,0,1,7,0,0,2,0
RALYL,37,19,37,11,12,22,26,52,48,24,22
AMER1,301,139,141,831,852,785,861,156,130,117,112
ZBTB40,1978,2126,2387,2631,2797,2918,2776,1673,1605,1644,1823
HIST2H2BE,11385,8492,12214,2224,2205,2478,2481,6229,9129,7110,11155
CLDN6,12,0,0,2,0,4,1,0,4,10,0
OR51M1,0,0,5,0,0,0,0,5,3,4,11
5-Sep,79,111,89,80,101,27,25,19,23,14,25
EIF4ENIF1,1442,560,1514,1382,1565,1473,1532,1097,887,1100,924
LRRC26,1,0,0,2,0,1,2,0,0,1,0
SERINC4,5,3,10,5,1,5,3,10,1,2,7
RNLS,95,35,78,9,15,22,12,6,7,5,10
KRTAP6-1,0,0,0,0,0,2,0,0,1,0,0
APOBR,49,60,29,86,88,78,64,8,11,10,6
FAM110C,8,0,1,6,7,11,9,2,6,3,10
DDX53,12,3,33,2,0,5,6,12,24,4,0
ATL3,4017,1065,2961,6444,7109,8234,7885,6193,5333,6383,5982
NDUFA12,1350,461,1081,3019,3360,3708,3556,832,699,959,651
MGAT4EP,20,18,19,16,15,18,13,20,34,18,41
SMIM10,2483,133,1095,4070,5085,3505,3835,239,125,241,149
TCTE3,176,155,190,172,206,247,174,187,276,246,238
UBE2G2,3967,1872,3061,10797,12845,11408,11382,5911,4748,5898,4365
SATL1,4,0,0,3,0,0,4,0,0,2,6
OSBP2,12047,13211,18300,1784,2086,1725,1549,23333,19427,25211,21713
B3GALT5-AS1,57,50,42,32,12,17,20,64,52,83,93
TUSC5,0,0,2,0,2,0,0,0,0,5,1
PRR23B,0,0,0,1,0,0,0,0,1,1,0
ZBTB7C,4,9,27,0,29,17,17,5,18,25,8
APOO,299,107,263,510,598,635,592,371,280,450,376
PRR16,19,10,11,7,6,2,2,3,8,7,11
TMED9,1187,855,1644,3745,3850,3490,3391,1167,928,1283,815
DRD1,0,0,0,0,0,0,3,3,0,5,3
LINC00308,0,0,0,0,0,0,0,0,0,0,0
TMEM186,223,83,195,422,503,410,456,163,130,139,105
SDR42E1,42,37,33,44,61,50,67,66,69,44,61
RBM33,5617,5056,7215,2678,3124,3182,3198,5677,6128,6099,6549
ARMCX2,0,0,0,3,0,4,0,0,0,8,0
BTBD6,674,338,720,625,758,567,766,1128,803,1214,882
SRY,0,0,0,0,0,0,0,0,0,0,0
H1FX,2921,2452,4281,208,163,263,232,1077,2177,1284,2318
RBM43,287,140,623,276,304,366,338,162,165,155,148
SUMO3,2140,922,1563,5766,5822,6694,5918,5091,4038,5652,4297
IMMP2L,339,227,214,447,623,582,716,194,217,213,267
TCEAL2,0,0,0,0,2,4,0,0,0,3,0
LOC101929583,15,12,7,10,10,7,6,2,15,3,5
CLCNKB,8,0,0,5,2,2,4,0,0,0,3
DMRTC1B,2,2,7,2,2,0,1,3,2,3,0
JAG2,20,11,20,776,928,734,707,49,57,51,29
FMNL1,160,99,117,388,340,535,517,77,84,82,78
NUTM2A,73,84,107,83,133,127,183,159,85,128,58
PTRHD1,312,341,323,748,790,628,754,360,436,324,368
LCN12,8,10,19,28,16,22,11,22,29,11,50
OR6A2,0,0,0,0,0,0,0,0,0,0,0
WT1,104,45,35,987,1105,1123,1154,250,256,235,217
ZFP90,775,280,827,795,964,1122,1102,380,239,482,257
AQP12A,0,0,0,3,0,0,0,0,0,3,0
FAM227A,261,214,406,201,251,243,318,188,253,173,198
OR6C70,0,1,4,0,0,0,0,0,4,0,0
MUC6,1,1,0,0,1,0,0,3,0,0,8
NOC4L,139,46,138,480,537,498,463,116,117,121,71
USP18,151,62,68,117,78,108,90,23,22,30,35
NDUFA6,457,215,589,46,57,53,64,85,63,134,101
CHRM5,105,140,103,57,58,87,82,132,100,125,171
SORCS2,12,0,11,0,2,0,0,1,0,0,12
TMEM121,0,0,0,209,156,114,108,2,1,10,6
TMEM106A,173,79,195,120,157,150,98,175,165,196,184
SIVA1,808,220,697,954,908,947,744,765,749,1009,777
TTTY13,0,0,0,0,0,0,0,0,0,0,0
BRI3BP,1420,230,571,3470,3764,4037,4082,440,301,464,363
IFNE,1,0,0,0,0,0,0,0,0,0,3
SLC22A10,2,10,12,3,0,2,0,0,1,5,0
DGAT1,580,947,1190,618,633,684,594,888,1011,899,994
RFX6,0,0,13,0,3,0,0,0,3,0,0
ROBO2,38,15,26,189,114,83,71,19,8,20,3
AP3M1,1590,955,1805,2830,3237,3449,3490,1118,800,1170,837
F8,66,29,64,60,59,66,98,4,14,12,17
NT5C1B,38,5,26,8,10,17,5,28,38,20,33
CA13,97,88,132,64,62,80,110,79,74,87,104
UBOX5,189,288,359,259,269,268,260,295,242,239,262
MAFF,733,832,578,179,223,261,226,817,1071,1048,1111
BRF1,522,172,442,789,823,846,829,337,265,235,289
LRRC14B,8,0,1,2,1,0,0,9,3,3,0
SEMA4B,450,439,671,208,215,228,172,638,745,688,728
ZNF733P,0,0,0,3,0,0,0,2,0,1,0
MROH2A,19,17,43,5,8,18,4,29,36,42,60
SPDYE18,38,28,36,19,31,26,33,13,16,50,0
CIB1,283,189,555,743,761,782,666,483,363,458,356
ANKS1B,44,73,95,47,38,49,47,62,74,92,72
NELFA,547,369,736,586,618,728,625,429,438,418,636
SLC24A3,283,114,209,6,2,14,1,5,5,19,5
SGCZ,1,0,0,0,0,0,2,2,1,1,2
EFCAB10,78,34,50,77,90,70,68,55,30,56,62
C5orf47,0,6,4,0,0,0,0,31,25,7,7
KRT76,0,0,1,0,1,1,0,2,0,0,4
FLRT2,248,258,290,125,123,208,145,235,253,223,261
INTS5,304,165,372,837,811,904,871,311,312,284,319
RPS27,9724,11193,15894,5015,5987,6600,6950,8372,6359,9816,6734
MANEAL,15,16,15,124,115,92,89,14,15,16,6
ADSSL1,94,35,83,28,42,51,27,70,53,56,53
ANO9,26,9,3,9,18,2,7,2,10,2,0
FAF1,2751,1808,2187,3483,3575,4011,3722,3580,3892,4114,4177
MYADML2,4,2,3,0,0,2,0,0,3,1,1
FAM43A,26,42,18,0,1,2,3,0,0,8,1
NSMCE3,100,47,85,26,22,34,25,48,81,61,59
HSF1,1076,1563,2433,1095,1071,1349,1142,2100,2390,1932,2406
C6orf120,877,1125,1392,1641,1915,1990,2044,2114,1805,2404,2062
PURA,3075,2854,3821,2367,2587,2754,2661,4081,4669,4279,5143
HIST1H2BL,7684,5433,7917,5217,4757,5118,5498,4470,7740,4452,7870
INPP5J,0,4,6,1,0,0,0,1,2,0,7
NPY2R,1,0,0,0,0,3,1,0,0,0,0
MIXL1,54,20,62,52,25,33,17,43,61,49,33
MFSD6L,17,18,15,0,0,0,0,4,0,0,0
LRRC37B,956,822,1018,471,419,479,451,666,712,625,671
DDX51,419,163,323,726,828,726,663,248,216,286,213
NOMO2,1686,1704,3231,2054,2332,2202,2276,1488,1654,1820,1536
AQP12B,0,0,0,4,0,0,2,4,0,4,0
ZNF479,0,0,4,0,0,2,1,2,4,0,3
GOLGA8EP,3,0,24,10,9,0,5,4,6,0,7
LINC00313,0,0,1,4,0,0,0,0,0,0,0
SIGIRR,67,14,49,38,42,71,41,17,26,15,12
NRBP2,230,107,494,228,147,180,134,444,1004,445,1047
PRSS57,192,22,102,148,90,38,45,1,4,4,4
IFITM2,120,27,86,262,162,234,192,19,12,12,17
TNFAIP2,101,144,143,15,45,38,41,46,33,46,53
ZNF445,1058,507,729,1441,1540,1666,1459,1220,1064,1119,1213
PGBD2,936,1348,1704,1299,1520,1414,1453,2011,2209,2201,2292
TCEAL9,438,143,200,15,8,46,53,7,0,1,2
MC2R,36,14,26,51,4,24,23,42,45,36,63
RAB11B,368,335,606,221,286,382,296,553,725,636,601
PRMT3,2182,1453,1999,5302,6058,5817,6115,3133,3643,3427,3873
GP1BA,84,28,34,39,23,19,8,22,18,23,18
PRPF39,2811,1612,2341,4365,4728,4594,4671,3094,2606,3146,2808
MAGEA11,14,0,0,0,0,1,0,0,0,9,11
PPIL6,33,66,56,47,71,65,70,49,78,60,84
ZNF74,146,46,111,285,298,252,293,39,35,58,24
KIAA0825,219,218,311,120,103,153,148,181,234,212,237
UBALD2,848,873,1166,187,220,259,263,1534,1813,1769,1948
TEX33,4,0,0,3,0,1,0,0,6,0,6
CDNF,68,1,70,28,32,20,23,13,5,7,18
NOTUM,3,0,1,3,0,2,4,1,7,6,0
KLHL33,92,55,83,62,56,44,79,61,96,89,115
RBM11,11,26,10,2,0,1,0,1,3,4,1
GALNT17,17,16,37,9,18,10,8,19,6,9,14
ZBTB37,2352,1406,2028,1781,1912,2360,2402,1768,1395,1672,1520
NUPR2,0,0,0,0,0,0,0,0,0,0,0
IL3RA,195,379,118,22,33,38,28,23,20,33,35
SPPL2C,3,0,0,0,0,0,0,0,0,0,0
CCDC137,891,323,561,1445,1645,1576,1536,577,483,584,469
SFTPA2,0,0,0,0,0,0,0,0,4,0,0
RGPD2,901,1203,1258,7,8,0,0,9,7,17,0
ARL15,942,960,988,1143,1283,1577,1857,892,738,954,723
C12orf56,8,10,31,0,3,20,6,5,10,9,7
SCN10A,13,17,0,0,1,0,0,0,2,0,4
CDK10,1055,390,930,1176,1126,1081,922,849,776,870,778
TMEM105,28,31,32,30,21,33,20,31,26,22,32
SOCS1,224,245,258,48,49,82,33,56,128,70,80
TCN2,4,12,36,9,7,7,15,9,7,4,0
GAS2L1,452,212,862,410,421,336,297,452,464,482,529
ATP6V0A2,3858,1730,3178,6191,6984,6591,6558,3597,2788,4085,3074
PRKN,55,89,96,23,15,19,17,43,74,55,66
TEDC1,333,177,264,394,400,400,359,359,305,307,364
HS6ST3,0,2,0,3,1,4,1,6,5,7,4
HGS,1731,1360,2245,1936,1961,2070,2006,2013,1966,2035,1978
TNFAIP8L1,486,448,587,1032,991,1045,1091,792,765,895,871
OR2V1,0,0,1,2,0,0,5,0,4,0,5
RAD51D,871,396,508,1230,1272,1523,1319,497,441,462,498
OR7A17,2,14,16,11,3,5,10,18,20,19,38
MAPK11,1,6,3,16,21,6,3,2,3,0,0
SP140L,1152,345,669,201,224,533,499,110,123,128,102
MRPL30,2150,931,2122,4246,4873,4269,4827,1120,1007,1229,1083
TARSL2,1104,815,670,1240,1539,1459,1395,912,830,845,737
SMYD3,179,46,155,499,731,614,604,51,38,41,9
METTL7A,6459,13876,34358,4623,5083,5207,5511,15150,27075,14977,24428
LINC00158,21,3,0,0,2,0,0,5,0,6,0
IFNLR1,12,1,4,5,4,0,3,2,5,9,7
SH3BGR,47,26,63,124,127,153,150,152,126,137,141
FAM174B,90,68,38,60,71,70,79,55,58,62,93
FAM47A,0,0,0,0,0,0,2,0,0,0,0
ZSWIM9,48,19,41,66,88,99,70,67,67,71,122
KPNA7,6,0,0,1,0,0,0,1,0,0,0
TMEM179B,248,206,440,312,291,358,290,253,241,296,299
GPRIN3,28,28,21,3,6,4,9,21,11,28,19
KRT6B,11,3,1,0,0,0,0,1,1,0,0
PARPBP,2946,1452,2945,4253,4994,5025,5439,4488,4343,4834,4740
STAC3,72,49,75,24,31,57,45,19,10,32,25
ROR1,10,5,3,9,3,4,1,11,4,12,5
SDHAP1,665,379,700,534,595,511,425,568,530,583,611
MUC1,86,39,62,222,241,234,208,91,53,88,71
FAAP100,251,87,266,485,460,449,476,197,174,190,139
IRF7,46,14,53,11,13,11,18,69,50,54,43
L3MBTL1,409,168,509,128,102,122,87,96,91,129,101
BRCC3,747,188,642,1607,1847,2007,1793,456,374,448,495
SV2B,79,59,55,40,37,44,33,54,44,54,63
FAM131C,0,0,0,2,0,0,0,0,0,0,5
LMNTD2,6,0,10,2,4,1,1,2,9,0,0
SPATA45,12,0,0,1,1,0,2,2,0,0,0
PDE6G,31,1,12,18,13,4,1,16,16,25,13
PRKG1,45,23,11,5,0,0,0,12,4,1,1
NR2F2,4,0,5,1,0,0,0,1,1,7,0
DLK1,2,0,0,0,2,0,0,0,1,0,3
TLCD2,226,261,331,52,55,56,55,126,193,152,210
LSAMP,78,23,49,36,22,21,35,40,40,46,57
AHNAK2,26,20,42,1497,1975,1840,1413,310,168,318,177
OLFML2A,26,31,28,9,13,14,22,42,37,40,39
SP1,6598,7695,8438,5016,5665,5360,5237,9995,11836,11007,12854
SPATA8,0,0,0,3,1,0,0,0,0,0,3
MRPL40,659,289,925,1423,1603,1591,1575,437,404,486,463
DBX2,6,0,0,0,0,0,0,0,0,0,7
FAM212A,64,40,10,50,39,42,54,3,5,0,23
PDIA2,0,2,0,529,596,386,446,21,12,8,18
PCGF3,1530,2104,3016,1790,1732,1856,1487,2250,2259,2138,2666
LMLN,409,235,1231,755,833,851,746,329,267,294,269
P4HB,7839,2849,7162,7994,8807,8224,7946,5117,3705,5239,4185
PSMD13,2140,1861,2620,4919,5803,5428,4927,3179,2766,3691,3163
PBX1,512,1122,452,119,104,280,213,245,459,260,437
NDUFA4L2,49,6,5,3,2,7,3,27,27,30,15
SHC4,134,70,126,50,52,61,66,124,96,119,122
KRT79,0,0,0,7,1,13,6,70,7,56,8
ZFP36L1,1062,322,865,444,509,339,386,581,813,642,748
UBE2L3,2090,1207,2794,4430,4825,4485,5152,1973,1724,2296,1723
NTF3,0,3,0,0,1,0,0,0,0,0,0
BRWD1,9844,11788,13493,11516,12205,13652,13911,15073,13835,16288,15748
SMIM23,0,0,0,0,0,0,0,0,0,0,0
PMEL,63,46,38,18,25,18,17,23,27,15,17
SYN3,75,38,52,36,31,46,50,41,57,35,94
POU3F1,6,0,1,0,0,2,0,3,0,4,0
SNAI3,8,13,37,8,6,1,19,11,11,14,4
ZBTB3,565,372,640,353,416,415,402,370,372,346,383
LYG2,1,0,0,0,3,5,9,0,1,1,8
MORN5,0,0,0,1,0,0,0,0,7,0,0
EP400NL,464,220,495,712,830,796,798,347,350,325,329
PRAME,5,0,0,0,0,0,0,3,4,0,0
C6orf201,90,31,148,61,72,72,51,88,114,112,52
MYBL1,96,69,105,55,80,69,69,66,69,66,50
TTTY8B,3,2,4,1,2,3,1,2,3,4,4
C16orf52,303,355,668,432,483,531,586,425,299,427,334
DRG1,1611,791,1525,3869,4511,4106,3860,1332,1086,1448,1166
ANKFY1,2639,1215,3259,2094,2340,2292,2149,2189,1942,2169,2027
YTHDF3,2297,2713,3214,4302,4832,5154,5237,4750,4411,5047,4931
ZNF696,250,243,342,554,634,532,472,230,222,246,243
ADARB2,15,4,13,0,3,4,12,7,16,3,10
NRG3,5,0,2,2,1,0,0,0,2,1,4
SRL,4,7,33,6,9,3,17,12,8,2,16
C11orf87,7,4,6,1,0,1,0,2,15,3,1
IFIT1,198,375,376,434,437,358,445,90,172,132,175
CXorf38,373,344,437,624,673,787,635,278,454,382,430
CLDN24,0,11,0,5,6,1,1,0,0,0,0
KCNQ5,84,15,34,1535,1888,1600,1837,35,10,46,10
ADAMTSL5,50,14,40,108,122,95,68,160,125,133,157
KCNIP4,199,33,340,145,187,178,203,135,99,132,108
SPATA31A6,0,0,0,1,0,0,0,5,0,0,1
MORF4L1,4492,4210,6565,7972,9341,9949,9076,7802,6767,7006,7004
NLRP9,0,0,31,2,0,3,5,12,12,9,11
WDR53,388,133,340,601,647,557,585,394,331,456,397
DMWD,426,305,504,546,591,585,549,803,763,787,835
SLC52A2,165,21,183,555,527,559,482,216,137,251,155
PIGP,356,209,459,441,633,646,713,432,431,475,427
IKZF1,6821,5859,8787,5504,6530,7537,7156,8548,7264,9060,8016
PCYT2,1438,900,2162,1818,1769,1453,1415,977,1140,1000,1334
NAT8L,13,6,11,19,13,11,1,6,0,0,0
OR6C76,0,0,0,0,0,0,0,0,1,0,0
NPAP1,154,171,291,88,108,112,109,140,234,160,212
BCAP31,1125,723,1165,2469,3039,2977,2879,1390,1077,1503,1158
ARL17A,504,492,778,997,890,1027,954,323,419,303,326
HDHD5-AS1,3,0,3,0,1,1,7,0,0,0,0
GNB1L,90,15,71,77,52,71,62,49,32,28,43
DNAH14,606,215,519,1396,1751,1780,2133,369,435,351,458
LINC01405,1,1,0,0,0,1,0,5,2,1,6
CCDC190,22,7,3,0,0,0,3,4,6,0,5
EVI2B,319,297,264,21,31,55,56,14,34,6,38
TMEM210,4,8,10,2,1,11,6,14,10,21,4
NPIPB4,2423,2669,2365,628,794,788,607,1932,2158,1875,2493
ZNF829,479,100,153,191,134,453,440,208,184,183,137
TMPRSS11B,31,40,29,24,35,37,40,54,43,35,34
THNSL1,196,25,82,585,627,1016,911,31,35,63,11
TRIM69,200,184,258,146,209,241,231,180,212,143,211
ATP6V0C,328,391,631,212,174,178,189,353,340,392,406
IFITM1,437,28,97,23,17,0,2,2,0,0,1
PRSS38,0,0,2,0,0,0,0,0,0,0,0
BPY2C,1,0,0,0,0,0,0,0,0,0,0
LAMP1,3228,3195,5513,6740,7323,6532,6989,2250,1987,2523,2423
FFAR3,18,13,2,0,1,0,0,6,0,7,0
TAS2R60,0,0,0,0,0,0,0,0,0,3,0
POMK,759,329,663,1243,1396,1429,1432,955,792,1056,874
LINC00839,6,8,12,12,6,25,20,25,24,32,23
C16orf54,203,157,200,97,91,81,110,83,114,74,120
KLHDC8B,1528,6380,8983,956,1232,984,1114,931,2245,868,2088
KLHL34,5,10,9,3,4,3,4,2,16,14,5
SETD4,674,315,733,1078,1200,1378,1407,498,384,431,375
PTCH1,36,37,68,429,416,488,493,240,311,193,219
RTN4RL1,3,12,2,7,3,11,12,2,6,3,3
OR4C46,0,0,0,1,0,0,0,0,0,0,0
CALHM1,43,14,17,10,5,11,16,14,15,16,37
KRTAP5-5,0,0,0,0,0,0,0,0,2,0,0
NKAIN3,1,4,4,1,3,0,1,0,2,5,2
RNPC3,2118,1331,2648,1144,1357,1454,1532,2270,2589,2709,2812
ZNF267,2086,763,1550,2088,2411,2719,2687,1806,1322,2012,1594
IRS2,1110,1136,1248,37,67,108,55,1212,1085,1236,1019
C7orf61,2,6,20,1,1,3,7,2,15,7,15
FAM186A,56,72,43,32,37,41,19,47,44,56,48
SHOX,65,59,84,29,36,47,44,91,65,61,90
LCE3A,0,0,0,0,0,0,0,0,0,0,0
BICD2,1175,658,1486,1676,1771,1552,1443,476,539,568,466
LCE3E,0,0,0,0,0,0,0,0,1,0,1
CCIN,10,4,2,1,0,0,0,2,1,4,0
TMLHE,637,303,700,516,584,560,678,214,180,209,156
GRK1,0,0,7,3,1,0,0,1,0,8,0
DEFB128,0,0,0,0,0,0,0,0,0,0,0
SLITRK2,37,33,85,38,29,29,39,27,35,22,67
PLK5,0,0,0,1,0,0,0,0,1,0,1
RASA3,548,144,408,714,666,717,757,278,186,344,215
LRCH3,2214,2056,2915,1729,2046,2163,2145,1593,1702,1737,1633
LEMD1,3,4,1,0,0,0,0,2,0,7,3
ATP4B,11,0,8,7,1,3,2,12,6,12,7
NDUFA13,2036,754,2585,6347,5796,6277,5574,2943,2735,3404,2699
ZNF566,683,365,610,1005,1188,1334,1557,631,553,849,596
LOC100379224,25,24,19,7,23,26,32,24,3,13,3
ZNF529,1303,704,1290,1518,1760,2158,1929,1636,1503,1746,1675
ZNF284,226,157,154,284,294,342,361,117,134,140,102
HTR3E,0,0,5,1,1,1,6,0,0,0,0
DLEU7,3,0,0,3,0,0,0,0,1,0,2
KRT73,0,0,0,3,5,0,0,0,3,0,0
TAL2,0,0,0,0,0,0,0,0,0,0,2
MATN1-AS1,155,263,148,117,128,193,168,110,151,139,163
AIDA,2753,3040,4751,3694,4399,5142,4920,7743,7693,7426,7671
C15orf41,257,92,184,338,381,536,535,183,186,182,194
CD300LF,114,145,113,1,0,0,0,0,0,1,0
ZPBP2,55,40,12,26,33,42,17,54,25,17,28
KRT5,7,1,0,1,2,0,0,1,4,0,0
NBPF6,16,4,0,4,0,0,0,6,2,0,0
GSAP,113,21,43,463,458,476,461,18,35,15,64
HTR3D,0,0,0,0,0,0,0,0,0,0,2
OR4F5,4,9,0,0,0,0,0,8,3,0,0
AGBL4,23,17,25,19,15,14,12,21,23,51,32
ARGFX,5,18,11,5,4,8,2,2,3,0,11
CYP2R1,353,89,229,881,836,1021,998,376,252,507,214
LRRC70,88,55,140,55,102,100,99,167,173,178,181
ANKRD46,234,73,232,1079,1405,1214,1384,155,187,208,134
PIP5K1C,150,163,248,216,172,204,236,224,151,220,169
OR5D14,0,0,3,0,0,0,0,0,0,0,0
CYP4F2,9,14,8,1,10,6,6,2,13,5,6
TEX38,22,1,38,9,2,7,5,5,9,18,19
OR5D18,0,0,0,0,0,0,0,0,1,0,0
ZBTB6,1060,1011,1244,1441,1637,1812,1693,994,975,1051,1055
C2orf76,163,137,251,307,315,323,378,88,168,118,110
TAS2R42,0,9,0,3,5,2,4,2,3,2,0
POLR3C,2653,2411,3646,1677,2026,2315,2375,2997,2457,3142,2892
PRR30,1,0,0,1,0,0,0,0,1,1,19
DEFB131A,0,0,0,0,0,0,0,0,0,0,0
LOC440895,1,1,1,0,1,0,0,6,3,0,0
UBL4B,0,2,0,0,0,0,0,0,5,0,0
WWOX,493,189,280,519,567,536,497,170,182,200,135
CYP4Z1,4,18,11,2,2,0,0,6,2,0,0
CIDECP,260,223,432,135,134,188,108,354,306,394,307
TRY2P,3,0,0,0,0,0,0,0,0,0,0
CCDC84,516,465,714,348,412,475,391,711,548,713,662
BCL9L,39,31,45,39,29,90,50,8,17,21,5
POLR1D,2073,1321,2494,3027,3504,3367,3462,1788,1708,1820,1705
KIF18B,1156,666,1351,692,745,805,672,1400,1530,1250,1883
ZNRF1,882,558,1355,1464,1476,1581,1366,894,935,870,1216
FFAR4,108,88,80,65,47,66,58,83,109,75,113
BPIFB3,0,0,0,0,0,0,1,0,3,2,0
BPIFB4,0,0,0,0,0,0,0,2,1,0,1
SAPCD2,261,180,273,596,700,495,560,95,128,144,131
EDARADD,30,23,8,0,6,5,2,4,3,12,1
SLC51B,2,8,4,1,5,4,1,11,9,4,0
CYP4F12,86,340,126,108,158,124,160,63,77,52,28
1-Mar,230,131,156,66,56,59,47,129,159,111,198
LCE5A,0,0,0,0,0,0,0,0,0,6,0
SOWAHB,0,0,2,0,0,0,0,2,0,3,0
BLOC1S4,114,124,319,167,206,168,206,127,134,183,169
LCE1E,1,0,0,1,0,3,0,0,0,0,0
ZNF749,320,81,279,557,638,670,717,114,86,120,64
KLHL32,25,12,10,159,216,165,206,253,233,243,260
LOC151174,152,62,94,82,121,110,69,162,108,163,141
MKL2,733,308,634,646,713,692,595,494,246,447,331
BTLA,10,9,10,1,1,1,1,18,17,17,34
ZNF17,761,369,750,771,806,881,787,447,391,516,357
KDM4D,19,4,7,27,16,21,14,18,10,4,8
GPAT2,23,1,10,13,0,2,11,14,3,12,3
TOR3A,592,445,492,1363,1740,1703,1563,914,550,842,628
PABPC1L2A,2,1,1,14,3,2,0,2,6,1,9
GABRA5,0,13,0,1,0,1,0,0,4,1,0
PPP1CC,5122,2418,4523,10259,12026,11047,11269,5180,5007,5264,4953
ZNF555,584,138,350,89,79,168,146,109,76,76,115
OR10T2,0,0,0,0,0,0,0,0,0,0,0
NAP1L3,0,10,1,0,0,0,0,2,0,0,0
CA5BP1,195,177,341,267,284,356,287,196,143,220,195
PRELID2,1396,507,1255,1456,1528,1767,1696,877,821,965,879
BACE1,286,149,301,160,187,255,226,261,172,269,238
RGS9BP,118,23,77,102,83,54,66,141,97,132,115
TMEM212,1238,833,1043,507,551,646,640,855,964,718,1123
SLC36A3,45,57,44,22,18,33,14,25,35,17,34
SLC36A2,59,46,111,42,46,37,49,65,80,44,78
THBS2,3,8,0,3,10,1,1,3,6,6,0
RXRA,1165,1772,2812,1804,1979,1841,1762,2266,2633,2529,2756
ANKRD37,75,31,43,100,85,158,147,72,87,76,63
C9orf47,7,6,0,4,0,3,0,0,3,4,9
NUDT17,74,60,256,101,85,132,73,134,97,151,153
KIAA1024L,35,36,46,18,23,28,30,23,50,12,43
ZNF75D,554,358,679,490,511,513,513,509,306,538,334
CYP4X1,12,10,10,0,0,2,0,2,3,0,4
KRT26,40,26,62,11,6,16,2,12,19,8,9
KRT10,154,33,137,319,325,375,242,119,90,139,42
GOLGA8R,100,74,156,48,31,40,36,24,35,78,60
CD300E,72,67,113,31,24,46,26,56,70,65,105
CCDC30,468,225,504,244,246,319,277,325,479,337,455
NKRF,503,127,198,1174,1512,1355,1497,353,227,349,241
GLDN,21,6,11,4,12,5,12,10,22,15,7
FCAR,8,2,1,3,1,2,3,1,1,3,6
KPNA4,3542,3982,4821,8234,9689,9434,9763,10133,9679,10636,10652
TRDN,5,6,7,5,10,10,8,24,30,51,26
OR6P1,0,2,0,0,0,0,0,3,0,0,2
KRT3,0,3,5,0,0,2,2,0,2,0,7
ZNF501,70,16,51,23,17,26,39,39,37,33,43
ZNF197,493,172,419,285,341,524,457,240,195,267,223
SPATA12,1,0,0,0,0,0,0,3,0,0,1
TMPRSS12,62,38,41,44,36,36,45,62,86,51,53
FAM228A,2,8,0,1,0,2,0,23,17,11,6
DEFB132,0,0,1,2,1,0,0,0,1,0,0
NAP1L2,47,14,41,0,0,0,2,0,0,2,3
RPS23,26358,7838,13685,58500,69203,60121,58016,18743,14128,19414,13999
GNG2,1424,1329,857,4341,4577,4334,4181,1188,1516,1488,1605
BTN3A2,790,400,858,1342,1430,2414,2339,797,601,959,717
AKAP14,3,3,6,1,0,0,0,4,4,11,0
PCLO,4,22,29,11,6,1,1,8,7,11,4
