gene_name,Control_0nM Dox-1,Control_0nM Dox-2,Control_350nM Dox-1,Control_350nM Dox-2,sg_P130_0nM Dox-1,sg_P130_0nM Dox-2,sg_P130_350nM Dox-1,sg_P130_350nM Dox-2,sg_RB1_0nM Dox-1,sg_RB1_0nM Dox-2,sg_RB1_350nM Dox-1,sg_RB1_350nM Dox-2,sgRB1+sgP130_0nM Dox-1,sgRB1+sgP130_0nM Dox-2,sgRB1+sgP130_350nM Dox-1,sgRB1+sgP130_350nM Dox-2
CARD17,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OR5M11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR8B6P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105369362,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,2
RFPL4AP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC283194,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
FXYD6-FXYD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR100HG,1336,1612,1397,855,1689,1741,1728,967,1124,796,1490,1444,417,524,1308,925
PPP1R1AP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF123P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR7E4P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELOBP2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LINC02687,0,1,1,0,0,0,2,0,0,0,4,0,0,0,3,0
ABCC6P2,0,0,0,0,2,2,0,6,0,0,2,4,0,2,0,4
LOC100421558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WTAPP1,21,13,35,22,35,21,13,31,67,78,93,16,14,31,24,15
LOC171391,12,20,44,39,10,8,29,23,15,57,55,38,29,12,72,63
SNRPGP16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H3P34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR4A41P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR8G5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EID1,2925,3134,3084,2674,3282,3134,3278,2730,3540,2644,3874,4145,1622,1119,3788,3463
OR4A46P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR52B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR4C7P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC101928894,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
MTND6P25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENPP7P8,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0
LINC01495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105369391,0,2,0,0,0,6,5,5,1,0,3,0,9,1,0,0
SOGA3,43,45,4,72,82,90,26,0,72,0,29,21,44,98,41,43
LOC100420122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC101928424,0,1,6,7,0,1,3,7,1,0,1,12,3,0,16,13
OR8Q1P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOX5,9,11,26,65,17,18,25,2,23,0,27,47,6,46,45,4
OR4A7P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTCO1P15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPP1R10P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASS1P13,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
CCDC179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC101927708,0,3,3,15,2,1,10,0,6,0,3,6,4,3,13,11
TAS2R43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRR23D2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LOC100289416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100422399,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBTFL10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5BR1P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDXP1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HMGB3P25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OOSP4B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8orf49,0,0,2,0,2,0,1,0,0,0,1,3,2,1,0,0
HCAR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBX5-AS1,726,996,591,578,995,1032,762,552,772,496,571,675,379,505,538,343
PCDHA3,0,3,2,0,1,6,0,2,7,0,9,0,0,7,0,9
LINC02548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100419761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR10AF1P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTCO2P15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASC23,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
LOC105369519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBLN2,11,17,13,5,16,15,6,5,10,0,5,28,0,4,6,7
MRGPRX9P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100132078,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
OR5B19P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC101929089,2,9,0,16,4,8,6,0,2,0,5,6,0,7,9,2
LOC100421160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC401677,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
LOC107984367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZDHHC20P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5AL2P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102724064,20,11,8,0,11,31,28,18,10,5,17,56,0,15,23,13
GAU1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
LOC101928008,4,0,0,0,2,1,0,0,0,0,4,2,0,1,3,0
OR56A7P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102723838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF4A2P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105375743,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
H3P33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC646801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CARD18,0,0,0,0,0,0,2,2,0,0,2,7,0,0,1,4
LINC02713,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
UVRAG-DT,0,0,1,7,1,1,3,0,1,0,1,0,0,0,1,5
TUT1,48,108,104,0,155,42,134,59,117,17,125,238,18,67,85,116
OR8A2P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR4B2P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC101928069,10,14,25,26,13,8,30,21,9,15,25,28,12,6,35,25
LOC100507144,0,2,63,51,0,6,59,10,5,0,107,135,0,2,178,172
NPIPB8,0,0,4,0,1,1,0,11,4,0,0,0,0,0,4,4
NEDD8-MDP1,13,85,50,0,47,63,39,34,44,0,62,15,0,13,51,21
POLR2M,698,838,577,744,900,930,1125,328,827,527,732,676,243,432,749,490
NDUFS5P6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR4A43P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRGPRX5P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LOC403312,2,3,12,6,4,0,7,16,6,1,13,20,11,0,33,13
OR10V2P,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
LOC100130203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B3GAT1-DT,0,0,1,0,0,0,0,0,0,0,0,4,0,1,1,0
ENPP7P6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
LINC02733,0,0,0,12,0,0,1,0,0,0,0,4,0,0,0,1
OR7E1P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF252P-AS1,0,3,4,0,0,2,0,0,0,0,2,2,0,0,0,3
FDXACB1,51,40,34,27,49,46,41,21,50,58,38,14,28,20,9,14
UNC93B6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3
LOC100420899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRWD1-AS2,0,0,17,26,2,3,20,21,7,0,29,27,20,0,43,31
TRAV1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR9-3HG,0,0,37,0,0,0,6,43,0,0,67,83,0,3,53,56
OR10G2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC651337,0,3,1,0,2,0,0,0,2,0,0,2,0,0,3,2
RAB44,3,0,5,0,1,0,1,0,0,0,3,9,0,0,0,5
LOC101927531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCDHB17P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC731157,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,2
FAM222A-AS1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
LOC100420801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RERG-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIL,9,2,57,37,9,7,61,65,3,0,65,95,0,0,49,29
LINC02389,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OR4D2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNHG1,398,490,728,651,479,588,923,380,467,471,722,1010,261,176,1095,605
IFNG-AS1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AGAP2-AS1,410,578,251,205,561,502,235,258,683,322,375,384,320,361,330,306
LOC102723544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100419932,8,15,2,5,11,20,3,5,11,0,3,7,12,8,3,5
LINC02422,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
LINC01479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RMST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR6J1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRT8P11,0,0,0,0,0,0,6,0,0,0,0,3,0,0,1,0
MTRNR2L8,1,0,2,3,2,0,0,0,1,0,0,0,0,0,0,0
TIFAB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0
LOC100419928,11,6,17,0,6,6,27,5,2,0,69,35,8,2,68,41
TAS2R20,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
RXYLT1-AS1,0,0,12,10,0,1,7,2,0,0,9,4,0,4,5,16
LOC100421201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KDM4F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DENND5B-AS1,0,1,1,0,1,1,4,3,0,0,1,0,0,0,4,5
LOC390251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRECSIT,162,144,147,51,173,158,152,86,165,110,186,213,63,98,178,121
RPL12P46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC101928416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCND2-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105369438,2,0,0,0,0,0,0,0,0,0,2,4,0,0,3,3
LINC02421,5,0,1,0,0,0,1,0,5,0,1,8,0,0,0,4
CYP2A6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAB11AP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102724265,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NXPE2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT1JP,2,2,3,0,6,5,0,0,4,0,4,1,3,4,0,10
TUBB4BP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMC1P9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC390282,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC107984450,0,0,0,0,0,0,2,0,0,0,0,3,0,0,1,1
TAS2R63P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02411,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CACNA1C-AS4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRPL40P1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
PAPPA-AS1,0,2,10,2,6,3,10,5,2,0,6,5,9,4,3,1
LOC100127954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTSO,265,289,320,230,389,350,548,207,269,118,378,386,94,113,282,209
MTRNR2L10,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
COA8,411,419,185,190,460,465,316,153,387,470,185,267,327,169,229,216
TRAPPC2B,66,71,99,47,81,84,117,97,88,23,106,161,111,25,154,126
DNAAF4,22,20,15,26,26,32,10,15,21,50,15,19,27,18,22,18
A2MP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ST13P9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URB1-AS1,38,27,90,65,27,25,89,43,52,22,93,140,32,8,117,107
PSMC6P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM133GP,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ZNF432,49,75,81,130,74,83,105,39,54,138,148,94,56,64,172,70
MTRF1LP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100131779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOX5-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01152,1,8,2,0,3,4,2,0,3,12,3,13,0,10,8,3
ZKSCAN7P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITFG2-AS1,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,2
SMLR1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
LINC02571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAS2R30,0,0,2,0,2,1,3,0,0,0,1,0,0,0,0,0
LINC00507,7,10,3,0,16,13,6,0,16,0,6,14,7,21,7,7
LOC101928940,2,3,3,5,1,3,1,7,1,0,0,0,0,4,2,2
MTRNR2L3,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
ZNF10,42,27,14,16,40,62,46,7,35,13,44,62,14,46,45,33
ZNF486,184,181,89,67,234,262,144,102,169,19,104,113,48,84,140,90
LINC02387,0,1,0,0,0,0,0,0,0,0,3,0,0,0,3,0
SMIM3,629,668,785,649,743,625,873,569,583,376,1018,1188,359,353,1204,937
SUPT16HP1,0,0,0,0,0,0,2,1,2,1,1,0,0,0,7,0
RPL7AP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100421658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CACNA1C-IT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02454,22,23,23,0,25,20,23,18,20,23,56,49,0,11,35,37
CACNA1C-AS2,0,0,1,0,0,0,1,6,0,0,7,0,0,3,9,7
OSBPL9P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02617,0,0,2,0,3,0,0,6,1,0,3,0,0,0,0,2
ZNF225,97,104,164,101,97,120,150,69,78,16,131,112,30,55,131,93
LOC105369507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC101928441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NIFKP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL41P2,2,0,0,3,0,4,0,0,0,0,2,0,0,0,2,0
ABCC6P1,9,3,0,10,1,0,1,2,3,0,3,1,0,1,9,0
NTAN1P3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RPL31P57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPIAL4D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASIC5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100419700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02552,4,0,0,0,2,0,1,0,0,0,0,4,0,2,2,1
TAS2R31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DNAJB6P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105369728,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DND1,5,4,15,1,15,8,9,3,9,0,16,24,13,10,28,21
TRAV11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100420983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRGPRF-AS1,13,6,9,6,12,5,6,9,12,18,16,25,3,13,13,10
POLG2,46,38,136,138,61,56,140,45,63,35,116,212,29,32,198,74
LOC100422382,1,1,1,0,1,1,2,0,0,0,2,1,0,1,0,1
SMIM10L1,157,245,145,255,331,369,334,168,239,244,267,236,199,82,246,189
LINC02369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV1-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NANOGNBP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR13A1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0
LINC02361,8,7,4,0,5,8,3,0,5,0,6,5,0,0,6,5
SLC6A12-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRDV3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC374443,62,75,61,74,114,108,53,66,41,42,115,176,87,20,113,74
LINC02393,0,0,1,0,0,0,0,3,2,0,2,1,7,0,2,1
CYP2B7P,5,4,6,0,10,12,13,7,3,0,7,7,1,11,6,4
AK6P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100996333,16,5,4,0,1,6,5,1,8,0,5,8,16,4,1,3
MTRNR2L1,349,314,384,390,404,372,447,276,364,228,405,573,254,82,409,337
LOC100421202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZBTB11-AS1,68,72,89,88,95,70,143,112,89,41,154,156,20,54,113,122
LINC00273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100420583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC12B,0,1,0,0,0,4,5,0,0,0,1,0,0,0,0,0
LIMS4,49,55,9,15,76,68,10,0,51,113,13,7,91,27,1,5
LOC100132172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF350,94,111,186,169,118,108,212,124,110,53,223,277,53,30,308,174
LINC02737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105369332,1,4,13,5,6,5,13,7,2,0,4,24,12,1,40,13
TMEM132D-AS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGA5,0,0,4,0,3,1,0,0,0,0,1,0,0,0,3,0
LOC100421622,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
LOC100996671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADD-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLBD1-AS1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
HPRT1P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF253,178,48,128,22,58,45,78,22,36,4,150,199,1,44,74,127
PDCL3P7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLRF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100130111,7,16,58,32,27,9,74,16,20,31,109,118,35,43,98,77
LOC102724020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
C17orf100,26,26,64,107,25,28,67,29,17,39,102,84,18,10,101,99
CAPNS2,0,1,12,0,4,1,7,8,7,0,12,11,0,0,8,6
TCP1P3,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0
PARP11-AS1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
SLC5A8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC105370024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LINC02366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTRNR2L7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMC1P8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPP1R14B-AS1,64,55,291,183,81,60,288,192,76,37,333,316,114,19,334,301
FBXO10,35,30,0,0,0,0,22,0,0,47,27,50,0,21,59,6
LIMS3,99,85,35,0,139,98,36,45,102,30,50,66,11,51,63,61
KHDC1L,2,0,2,0,6,0,5,0,0,0,3,4,0,3,0,0
TAS2R18P,0,0,0,0,1,0,1,10,0,0,1,0,0,0,0,0
LOC105369614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC25A39P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HP,6,4,9,10,12,5,8,14,1,0,1,9,3,20,3,2
LOC100420119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100287837,29,45,58,22,51,36,74,41,71,15,102,91,35,42,53,75
