gene_name,hESC_Control_1,hESC_Control_2,hESC_RB1_null_1,hESC_RB1_null_2,hESC_RB1_null_3,teratoma_Control_1,teratoma_Control_2,teratoma_RB1_null_1,teratoma_RB1_null_2,teratoma_RB1_null_3
LGR4,2358,2171,5641,4568,2460,2164,2224,2647,1010,4452
PSMB10,256,181,258,336,380,459,621,458,363,1153
VIT,1,1,11,1,8,238,39,16,299,442
TTLL10-AS1,2,1,6,4,1,13,14,9,19,7
SPDYE2,8,1,28,6,2,4,1,0,0,2
E2F4,1285,1161,1939,1705,1561,807,917,992,1092,2290
PDE7A,1101,1223,2560,2218,1170,438,494,942,1774,1399
TMEM170B,151,134,194,265,159,367,448,1276,2529,977
MUC12,32,44,51,39,53,36,33,36,19,144
CTXN3,1,0,1,1,2,0,6,13,27,16
LINC01602,1,1,2,1,1,0,2,1,3,9
MGAT4D,0,0,0,0,0,0,0,0,0,6
SNX2,1994,1792,2165,2956,1956,1911,1877,2197,1695,3703
SAP25,3,2,19,26,13,6,3,4,0,0
NT5M,108,57,129,172,115,157,216,383,375,494
SARNP,1506,1448,2021,2492,1665,1366,1396,2059,1791,2557
OR6C68,0,0,0,0,0,0,0,0,0,0
OR6C65,0,0,0,0,0,0,0,0,0,0
OR6C3,1,0,0,0,0,0,0,0,0,0
OR6C1,0,0,0,0,0,0,0,0,0,0
LINC01460,4,5,12,5,8,6,9,5,3,0
ADGRG1,53,30,77,65,29,3218,2854,5332,12274,6454
IPO7,7395,5813,7555,9812,9128,3776,5188,5894,7051,11415
PRR13,1895,1698,2505,2280,2599,2034,2734,1914,668,4649
TECPR1,521,282,437,582,437,275,265,475,1156,1299
MT1H,103,23,9,71,40,33,8,1,0,132
SLCO6A1,5,2,4,2,0,1,0,0,0,0
MT1A,0,3,1,1,0,1,0,0,1,7
C15orf59,261,235,272,275,332,418,354,527,918,821
MT1M,14,12,1,14,5,10,3,5,3,6
LINC00661,0,0,0,1,0,4,0,0,1,0
CFI,1,3,0,4,2,476,621,744,348,1083
OR52E6,0,0,0,0,0,0,0,0,1,0
SAMD9,21,5,7,5,13,190,243,288,49,410
KRT6A,0,11,0,0,0,16167,933,48,80,218
CNEP1R1,325,273,299,340,237,219,238,240,369,489
LOC100129027,1,0,0,0,1,1,14,1,4,0
KRT81,0,0,1,1,0,10,1,3,7,16
EXOC3L4,14,12,2,2,13,13,62,36,5,84
KRTAP12-3,0,0,0,0,0,0,0,0,0,0
IZUMO3,0,1,0,0,0,0,0,0,0,0
KRTAP10-2,0,0,0,1,2,0,0,0,0,0
TP53TG3,0,0,0,0,0,0,0,0,0,0
TP53TG3,0,0,0,0,0,0,0,0,0,0
ATP6AP1L,29,25,49,33,27,158,102,219,286,340
CCDC85C,695,792,1390,1172,1478,1817,1572,1888,2764,5002
LOC100133091,22,21,54,32,22,36,40,51,87,64
OR52J3,0,0,0,0,0,0,0,0,0,0
OR51A2,0,0,0,0,0,0,0,0,0,0
OR51A4,0,0,0,0,0,0,0,0,0,0
C2CD4B,1,3,0,4,2,7,8,4,3,22
RGL3,171,81,435,211,79,65,74,58,8,163
NAP1L4,3042,3070,4595,5480,3993,1741,2259,3211,4338,5127
TMSB4X,41396,38491,34640,53922,56500,63274,57842,93944,80629,117718
TMEM256,508,369,722,747,498,1183,1396,855,530,2303
C9orf92,0,0,0,0,0,0,0,2,0,0
CHKB-AS1,7,11,13,17,10,7,14,11,26,19
CPT1B,125,156,401,285,56,56,299,32,115,238
SMN1,16,44,79,120,103,34,29,57,21,62
SERF1A,67,49,71,87,88,50,45,51,65,84
HMGN1,7305,6342,10296,11954,9123,4756,7166,8044,5926,12421
DENND6B,12,25,73,37,22,514,356,659,1501,737
EIF3CL,950,804,1075,737,1263,681,803,1161,1313,1684
LINC01446,0,1,0,0,0,0,0,0,0,0
LCMT1,867,683,1131,1128,978,1841,1331,1453,1333,1910
LINC01310,0,0,0,2,0,0,0,5,12,0
LINC00898,0,0,0,0,0,0,0,0,0,0
LINC00583,0,0,0,0,0,0,0,0,0,0
MFSD2B,65,60,82,114,35,38,23,26,10,67
VCX3B,0,5,4,9,2,3,3,6,3,0
CDPF1,92,95,164,185,166,183,183,226,283,393
HTN3,3,2,5,5,5,2,1,3,3,7
LIN52,156,160,296,297,138,124,251,381,569,489
ARSH,3,0,0,0,0,7,3,5,7,5
ACOT6,7,0,0,0,0,0,0,0,0,0
SMIM11A,4,3,135,16,10,119,59,15,408,44
TECRL,8,0,4,3,0,3,0,2,2,0
DPF3,3,6,6,6,3,52,51,116,149,152
MANSC4,1,0,0,0,0,2,4,5,5,0
ADARB2-AS1,0,0,0,0,0,1,1,2,0,1
CYP2D7,0,0,1,1,0,0,1,0,2,1
LINC00634,3,8,8,8,2,9,24,94,194,49
ETFRF1,105,129,106,193,128,215,370,388,324,505
C17orf107,65,66,37,100,43,209,135,87,121,904
MBD3L4,0,0,0,0,0,0,0,0,0,0
ITSN1,3466,2672,5224,3913,3672,1250,1661,2401,2428,5129
ITPRIPL2,324,330,210,283,474,669,634,810,472,2757
LOC107984285,15,13,38,27,14,17,10,24,44,34
DENND1C,252,151,314,172,217,338,365,190,52,735
SLCO1B7,0,0,0,0,0,0,0,1,0,0
CRLF2,0,0,2,0,3,0,1,1,0,1
CRYZL1,340,327,420,504,411,526,685,914,857,1155
RP9P,5,11,8,10,8,145,159,235,264,227
C5orf51,1000,825,1343,1505,1295,701,775,1456,1785,1607
CATSPER2P1,9,9,25,26,23,32,27,48,44,61
GAGE1,0,1,0,1,0,0,0,1,0,0
ARRDC5,0,1,0,0,0,0,1,1,0,1
LINC01531,5,3,10,6,6,2,5,6,8,8
LOH12CR2,3,3,5,6,5,11,14,30,51,27
LOC344967,4,3,2,2,2,0,3,0,2,7
CYS1,6,11,15,23,18,236,248,203,74,356
PLPP6,263,235,281,376,304,402,382,438,478,797
KLRC2,0,1,0,0,1,3,1,3,2,0
KLRC3,0,0,0,0,0,5,0,1,0,8
C16orf96,28,25,56,67,29,11,18,30,32,49
GMNC,5,1,0,15,1,47,45,13,82,36
LINC00487,0,0,0,0,0,1,0,5,4,0
TTC23L,20,15,11,8,9,31,53,52,73,15
CLEC6A,3,3,8,7,5,1,0,0,0,2
RFPL3S,5,5,7,5,3,8,2,3,15,4
C22orf42,4,0,3,3,4,8,9,43,63,39
NANOGNB,0,1,2,4,1,3,2,1,2,0
LRRC72,0,0,0,0,0,0,0,1,0,0
C1QTNF9B,0,1,0,0,4,14,9,10,3,24
KRTAP5-6,0,0,0,0,0,0,0,0,0,2
FAM99B,0,0,0,0,0,0,0,0,0,1
FAM99A,0,0,0,0,0,0,0,2,0,0
KRTAP5-2,0,0,2,0,1,1,0,0,0,0
KRTAP5-1,0,0,0,0,0,0,1,0,4,0
DEFB134,0,0,0,0,0,0,0,0,1,0
DEFB135,0,0,0,0,0,0,0,0,0,0
DEFB136,0,0,0,0,0,0,0,0,0,0
C1RL-AS1,14,31,146,16,10,44,45,53,40,89
LOC100128770,12,2,28,8,10,10,3,0,5,8
BHLHA9,1,0,0,0,0,0,1,0,0,0
ZNF316,280,418,560,414,430,960,878,1393,2600,1900
SRRM2-AS1,4,11,27,20,4,41,23,48,31,49
DAZ1,0,0,0,0,0,0,0,0,0,0
ONECUT3,11,2,10,4,4,9,10,20,119,160
CEMP1,6,18,89,57,18,50,61,0,87,69
OLIG2,2,0,1,2,4,9,9,91,48,160
C21orf62,0,0,0,0,0,6,36,21,22,14
RNPS1,3544,3718,5338,6005,5211,2833,3455,4963,5786,8669
DAZ2,0,0,0,0,0,0,0,0,0,0
USP17L6P,0,0,0,0,0,0,0,1,0,0
NYNRIN,746,1050,2132,1586,1185,5808,3793,4434,4183,11397
DNAJC19,538,441,766,827,775,378,548,564,581,938
DEFB109P1B,0,0,0,0,0,0,0,0,0,0
IFITM5,0,1,2,0,0,0,0,3,0,0
SMIM21,0,0,0,0,0,0,0,0,0,0
DEFB109P1B,0,0,0,0,0,0,0,0,0,0
C18orf63,0,0,0,0,1,1,1,0,0,0
DEFA1,0,0,0,0,0,2,4,0,0,483
DOK6,45,18,41,25,8,156,243,632,1706,452
JPT2,5230,5243,7026,7984,9180,3192,3257,4137,3711,8478
TMEM211,0,0,0,0,0,1,2,1,1,4
SERPINB11,1,0,0,0,1,16,18,0,3,0
SERPINB4,43,19,32,11,57,25,18,0,0,3
SERPINB5,27,0,0,6,6,888,176,8,5,132
ZDHHC11B,5,4,11,5,3,7,6,11,57,11
KRTAP19-8,0,0,0,0,0,0,0,0,0,0
KRTAP20-3,0,0,0,0,0,0,0,0,0,0
KRTAP20-4,0,0,0,0,0,0,0,0,0,0
KRTAP22-2,0,0,0,0,0,0,0,0,0,0
KRTAP27-1,0,0,0,0,0,0,0,0,0,0
CFAP99,1,1,4,6,12,49,36,16,17,23
GOLGA8O,0,0,0,0,0,0,0,0,0,0
TMEM191C,16,29,37,26,26,52,30,12,37,58
LOC100996335,1,1,0,2,2,0,0,0,1,0
HERC2P9,55,45,238,132,46,4,65,59,188,103
RNASE13,1,0,0,0,0,0,0,1,0,3
GYG2P1,6,4,9,3,12,2,1,3,6,10
HBA1,0,0,0,0,11,54,70,26,12,4285
HBM,1,0,0,0,0,0,2,0,0,6
ELOA2,0,0,1,0,0,0,2,1,2,4
LINC02346,0,0,0,0,1,0,0,1,2,4
ATP10A,82,54,58,67,55,105,52,114,53,281
DUXAP8,8,6,11,1,13,10,9,11,7,9
ANKUB1,1,1,0,7,0,50,11,15,11,13
TSSK2,0,4,6,10,4,0,12,21,12,0
DAXX,220,239,349,262,332,126,177,279,250,360
TAPBP,122,114,259,242,170,875,734,654,396,1173
PSMB8-AS1,0,1,1,2,1,2,3,4,1,9
TAP2,14,12,16,14,46,1,6,22,4,12
HLA-DQB1,0,0,0,0,0,0,0,0,0,0
HLA-DRB1,8,5,12,3,6,36,44,32,5,62
C6orf10,0,0,0,0,0,0,0,0,0,0
PPT2,2,1,0,4,1,0,0,0,0,3
TNXB,4,1,17,0,1,141,66,47,26,105
PRR23A,0,0,0,0,0,0,0,0,0,0
FOXL2NB,33,33,17,22,53,3,14,5,10,12
NELFE,131,87,158,179,193,145,174,208,195,351
DAXX,74,13,50,63,87,39,80,9,66,50
ZBTB22,0,0,0,0,0,0,0,0,0,0
TAPBP,9,31,0,40,87,82,298,113,100,573
RGL2,111,98,277,210,154,282,251,230,210,483
PFDN6,143,125,152,200,186,100,116,120,128,204
WDR46,16,13,25,18,8,34,16,30,22,27
B3GALT4,4,3,0,0,0,0,0,0,0,1
VPS52,8,18,14,12,15,18,7,9,16,28
RING1,1,0.00E+00,0,0.00E+00,0.00E+00,0,0.00E+00,0,0,0
SLC39A7,485,487,532,579,595,684,682,1044,726,2087
RXRB,18,3,14,7,3,20,23,9,9,14
COL11A2,0,0,1,0,0,142,0,3,2,7
HLA-DPA1,3,1,3,2,2,4,4,3,1,1
HLA-DOA,1,1,2,0,0,0,0,0,0,0
PSMB8-AS1,0,1,1,2,1,2,2,4,0,16
TAP1,45,41,39,47,104,44,53,52,23,107
PSMB8,11,13,17,11,18,39,42,41,2,106
TAP2,18,16,22,18,60,1,24,29,6,15
HLA-DQA1,0,0,0,0,0,0,0,4,0,19
HLA-DQB1,0,0,0,0,0,1,0,0,0,0
HLA-DQA1,0,0,0,0,0,2,0,1,1,0
HLA-DRB1,8,5,12,3,6,36,44,32,5,62
HLA-DRA,0,1,1,1,1,7,23,9,1,28
C6orf10,0,0,0,0,0,0,1,0,0,0
NOTCH4,3,2,3,5,3,11,11,31,26,21
GPSM3,19,25,35,48,25,58,38,91,12,170
PBX2,17,37,47,59,12,8,12,14,70,44
AGER,13,16,40,28,7,6,13,6,14,11
AGPAT1,5,3,1,5,0,0,2,1,1,1
PPT2,97,98,109,125,96,60,74,112,164,279
PRRT1,2,5,7,8,3,6,16,15,18,32
HCP5,44,23,33,49,19,7,16,0,6,40
CYP21A2,0,0.00E+00,0,0,0,21,0,0,2,8
C4A,0,1,5,1,0,13,9,10,16,4
STK19,2,2,8,3,3,2,2,5,6,3
HCG27,0,0,4,0,0,3,1,1,5,1
DXO,24,19,32,30,52,32,33,50,25,85
SKIV2L,279,326,421,472,387,278,256,236,264,632
CCHCR1,0,0,0,2,1,0,3,0,0,0
NELFE,131,87,158,179,193,145,174,208,195,351
ZBTB12,0,0,0,0,0,0,0,0,0,0
C2,2,2,3,3,3,26,79,50,8,154
EHMT2,322,222,435,330,282,204,252,249,213,175
SLC44A4,2,0,0,0,0,0,0,6,0,3
FLOT1,154,163,175,252,282,211,224,233,228,526
C6orf48,111,110,256,183,95,636,647,769,514,1126
HSPA1L,51,238,0,0,1,0,178,0,0,0
COL6A6,16,46,72,17,6,117,127,389,299,727
CLIC1,837,799,566,947,1238,1067,1281,924,395,2370
DDAH2,181,161,207,299,178,470,531,746,1184,1158
MPIG6B,1,0,1,1,1,1,1,0,2,6
LY6G6C,0,0,0,0,0,23,4,0,0,0
LY6G6D,0,1,2,0,0,7,10,3,1,4
ABHD16A,2,6,17,5,5,0,4,0,12,6
LY6G5C,0,0,0,0,0,0,0,1,1,1
CSNK2B,595,465,567,714,681,811,656,1049,851,1718
GPANK1,55,51,111,66,114,64,60,68,81,186
APOM,3,3,14,6,5,15,36,27,22,151
GNL1,44,105,135,116,108,98,159,202,161,441
RAB12,470,431,643,597,589,784,672,1060,985,1209
LRRC30,0,0,0,0,0,0,0,0,0,0
PRRC2A,521,566,750,901,902,359,282,487,603,1395
AIF1,0,2,6,4,4,43,26,51,1,72
NCR3,0,0,0,0,0,0,0,0,0,0
TMEM200C,169,201,317,244,232,189,357,535,821,326
LST1,0,0,2,1,8,1,2,7,0,4
HLA-C,2,2,2,4,1,5,2,6,0,4
LTB,4,2,0,0,3,1,1,2,0,5
TNF,0,0,0,0,0,1,0,0,0,0
NFKBIL1,38,41,36,57,50,128,99,131,176,254
LOC554223,0,0,0,0,7,0,0,0,0,3
ATP6V1G2,1,4,10,0,1,0,10,50,91,14
MCCD1,0,0,0,0,0,0,0,0,0,0
PPIAP30,1,0,0,3,1,2,3,3,1,1
MICB,4,0,0,0,1,0,0,0,0,0
HLA-B,133,130,210,137,140,322,165,477,343,741
HLA-C,2,2,5,4,1,5,2,3,0,4
POU5F1,0,3,10,10,10,0,0,0,0,0
TCF19,0,0,0,0,0,0,0,0,0,2
CCHCR1,6,12,24,15,7,9,4,9,7,9
PSORS1C1,0,0,4,0,3,0,5,3,0,2
PSORS1C2,2,0,2,18,0,1,0,0,0,0
CDSN,0,0,0,0,0,0,0,0,0,0
C6orf15,0,0,0,0,0,0,0,0,0,0
SFTA2,0,0,0,0,0,2,0,0,0,0
GABBR1,72,92,237,154,45,50,80,321,432,80
OR2H2,1,0,1,2,0,0,0,0,0,0
UBD,2,0,0,0,5,204,130,1,0,142
MAS1L,0,0,0,0,0,0,0,0,0,0
OR2H1,0,0,0,0,0,0,0,0,0,0
OR11A1,0,0,0,0,0,0,0,0,0,0
OR10C1,0,0,0,0,0,0,0,0,0,0
VARS2,0,0,0,0,0,3,0,0,0,0
IER3,326,344,116,305,272,207,129,151,351,725
FLOT1,154,163,175,252,282,211,224,233,228,526
MDC1,208,792,1426,1506,1145,25,310,777,801,1551
TXNRD3NB,0,0,0,0,0,0,0,0,0,0
NRM,57,63,90,103,98,133,141,243,144,352
PPP1R18,0,0,0,7,6,0,0,23,18,14
DHX16,0,3,54,7,0,0,0,0,32,0
C6orf136,13,13,45,25,15,37,17,17,46,103
ATAT1,44,42,76,62,35,148,177,586,1393,348
PPP1R10,220,235,355,323,354,143,172,246,385,446
ABCF1,807,744,1101,1026,1090,569,569,729,638,1484
PRR3,48,58,67,83,71,93,100,189,325,308
GNL1,192,194,268,284,273,535,291,294,315,1966
HLA-E,109,129,124,141,156,604,350,476,167,1040
TRIM39,0,1,1,1,2,0,0,1,0,0
RNF39,36,26,23,39,55,17,12,38,30,19
PPP1R11,140,149,217,235,186,298,284,406,500,629
ZNRD1,44,43,79,119,91,97,116,84,73,166
HLA-A,97,123,106,151,202,180,284,325,153,710
HCG9,0,0,2,0,0,0,0,0,0,0
HLA-A,185,149,209,235,307,271,480,380,292,1145
HLA-G,0.00E+00,0,0,0,0.00E+00,0,0,0,0.00E+00,0.00E+00
LOC554223,0,0,0,0,0,6,1,0,0,0
HLA-F,0,1,0,2,2,2,2,0,0.00E+00,7
ZFP57,2,2,1,1,4,0,0,0,0,0
GABBR1,17,21,60,41,16,6,6,7,33,7
OR2H2,0,0,0,2,0,0,0,0,0,0
UBD,2,0,0,0,0,0,0,0,0,0
MAS1L,0,0,0,0,0,0,0,0,0,0
OR2H1,0,0,0,0,0,0,0,0,0,0
OR11A1,0,0,0,0,0,0,0,0,0,0
OR2J3,0,0,0,0,0,0,0,0,0,0
OR2B3,0,0,0,0,0,0,0,0,0,0
OR2W1,0,0,0,0,0,0,0,0,0,0
HACD2,992,838,1045,1315,1102,959,1004,1224,1162,2649
CFAP44,17,9,37,14,8,82,137,70,129,78
CD200R1L,0,0,3,1,0,0,0,0,0,0
LNP1,138,144,141,224,180,106,159,264,327,390
OR5K3,0,0,0,0,0,0,0,0,0,0
VGLL3,847,490,474,444,1488,1018,442,691,525,1997
PRSS50,5,5,22,2,3,9,12,7,25,42
KRBOX1-AS1,0,0,0,0,0,0,0,0,0,0
TRIM71,11243,10213,19492,17210,15233,262,792,344,190,2223
ZCWPW2,6,3,3,7,4,15,8,21,28,37
ANKRD28,2008,1766,3089,2250,2119,689,1014,1230,1802,2034
COLQ,8,4,27,16,10,21,117,42,101,151
METTL6,210,259,402,371,341,189,233,348,426,670
THUMPD3-AS1,304,272,504,388,321,161,178,343,389,373
XKR4,57,45,117,145,133,103,58,408,816,222
RNVU1-7,0,2,0,0,0,0,0,1,0,5
SNORA57,1,1,2,1,0,1,0,3,1,0
SNORD58A,1,0,0,0,0,0,1,0,0,0
SNORD116-11,0,0,0,0,0,0,0,0,0,0
SNORD24,0,0,0,0,0,0,0,0,0,0
SNORA2A,0,0,1,4,0,0,0,0,2,0
SNORD45C,1,0,0,0,0,0,0,0,0,0
SNORD116-14,1,1,1,4,1,0,0,0,0,0
SNORA69,1,0,1,2,1,0,0,0,0,0
RNU6-1,0,7,3,6,7,0,5,5,9,8
SNORD60,3,4,10,7,2,0,2,2,1,1
SNORA80B,0,1,0,1,0,0,0,0,0,0
SNORA22,1,0,0,2,0,0,0,0,2,0
SNORA70G,0,0,0,0,0,0,0,0,0,0
RNU1-1,0,2,0,0,2,0,0,1,1,5
SNORD116-17,0,0,0,0,1,0,0,0,0,0
SNORD21,0,0,0,1,0,0,0,0,1,0
SNORD116-18,0,1,0,0,0,0,0,0,0,0
SNORA56,0,0,0,0,0,0,0,0,0,0
SNORD116-9,2,2,1,6,0,0,0,1,0,0
RNVU1-18,0,2,0,0,2,0,0,1,1,5
SNORD101,5,5,5,6,3,1,0,1,1,3
SNORA30,0,0,0,1,0,0,0,0,0,0
SNORA6,0,0,0,0,7,0,0,0,0,0
SNORD37,0,2,1,0,0,0,0,0,0,0
SNORA32,0,3,0,0,1,0,0,0,0,2
SNORA10,0,0,0,0,0,0,0,0,0,0
SNORA1,0,0,1,0,0,0,2,0,0,0
SNORA5A,4,0,4,6,1,0,1,1,2,7
SNORA70F,0,0,0,0,0,0,0,0,0,0
SNORA75,1,0,3,1,0,1,2,0,0,4
SNORA29,0,1,0,0,0,0,0,0,1,0
SNORA70B,0,0,0,0,0,0,0,0,0,0
SNORD15A,0,0,1,0,0,0,0,0,0,0
SNORA36A,1,1,3,0,0,0,1,0,0,0
SNORA50A,1,0,0,2,1,0,0,1,2,0
SNORD61,0,0,0,0,0,0,0,0,0,0
SNORD63,0,3,1,0,1,0,0,0,0,0
SNORD116-2,0,5,11,9,9,1,0,1,1,0
RNU1-2,0,2,0,0,2,0,0,1,1,5
SNORA54,1,0,0,0,0,0,0,0,1,0
SNORD116-3,2,2,1,6,0,0,0,1,0,0
SNORA36C,0,0,0,0,0,0,1,0,0,3
SNORD59A,4,3,9,7,1,0,2,1,4,0
SNORD51,0,0,0,0,0,1,0,0,0,0
SNORA27,1,3,3,2,0,0,0,1,0,0
SNORD116-1,8,4,19,13,8,0,0,0,0,0
SNORA72,0,0,1,0,0,0,0,0,0,0
SNORA7B,1,0,0,0,0,3,0,0,0,1
SNORD116-8,2,1,3,0,0,0,0,0,0,0
SNORA25,0,2,2,0,0,1,0,0,2,0
SNORD14D,4,0,0,0,0,0,0,1,0,4
SNORD116-7,1,1,2,3,2,0,0,0,0,0
SNORD116-13,3,2,4,1,3,0,0,0,0,0
SNORA18,3,5,12,6,4,7,2,3,1,4
SNORA70,0,1,8,2,0,0,0,0,5,1
SNORA68,0,0,0,0,0,2,4,1,1,0
SNORA15,0,4,0,0,3,0,2,0,1,0
SNORD116-15,0,0,0,0,0,0,0,0,0,0
SNORA14B,1,5,3,3,6,0,0,1,0,0
SNORD116-5,1,1,2,3,2,0,0,0,0,0
SNORD116-12,1,1,2,2,2,0,0,0,0,0
RNVU1-15,1,0,0,1,0,0,0,0,2,0
SNORA70E,0,0,0,0,0,0,0,0,0,0
SNORA37,0,0,0,1,0,0,0,0,0,0
SNORD45A,0,0,0,0,0,0,0,0,0,1
SNORD116-29,1,0,0,0,2,0,0,0,0,0
SNORD116-16,0,0,0,0,0,0,0,0,0,0
SNORA70C,0,0,0,0,0,0,0,0,0,0
SNORD116-24,3,0,15,4,6,0,0,1,3,0
SNORD20,0,0,2,1,0,0,0,1,0,0
SNORD7,0,0,0,1,2,0,0,3,1,0
SNORA8,1,0,2,0,0,0,0,0,4,2
SNORA2B,1,0,1,2,3,0,0,0,0,0
RNVU1-1,1,1,0,0,1,1,0,0,1,0
RNVU1-17,0,0,0,0,0,0,0,0,0,0
RNU6-2,0,7,3,6,7,0,5,5,9,8
SNORD116-23,3,3,10,2,4,0,0,0,0,0
RNU1-4,0,2,0,0,2,0,0,1,1,5
SNORA20,1,2,7,2,2,0,1,2,3,0
SNORA64,0,0,0,2,0,0,0,0,0,0
SNORA41,0,0,2,1,0,0,0,0,0,0
SNORD38B,0,0,0,0,0,0,0,0,0,0
SNORD116-6,7,0,2,12,4,0,0,0,0,0
SNORD56B,0,0,0,0,0,0,0,0,0,0
SNORD15B,0,4,6,3,3,0,2,0,0,4
SNORD116-19,0,0,0,0,1,0,0,0,0,0
SNORA19,0,0,0,0,0,1,1,0,1,0
SNORA80E,0,0,0,2,0,0,0,1,0,0
SNORA46,1,0,1,1,0,0,0,0,2,0
SNORA7A,0,0,2,0,0,0,0,0,3,0
SNORD102,0,0,0,0,0,0,0,0,0,0
RNVU1-14,0,0,0,0,0,0,0,0,0,1
RNU6-9,0,7,3,6,7,0,5,5,9,8
RNU1-3,0,2,0,0,2,0,0,1,1,5
SNORA66,1,3,9,3,0,0,1,1,3,1
MIR548C,1,0,0,0,1,2,2,0,2,2
MIR25,5,7,16,15,1,1,2,0,2,0
MIR217,0,0,0,0,0,0,0,0,0,0
MIR521-2,0,0,0,0,0,0,0,0,0,0
MIR99B,0,0,0,1,0,0,0,0,0,0
MIR608,0,0,0,0,0,0,0,0,0,0
MIR633,0,0,0,0,0,0,0,0,1,0
MIR647,0,1,3,1,1,1,1,0,2,9
MIR578,0,0,0,0,0,0,0,0,0,0
MIR635,0,2,4,0,2,4,4,10,1,5
MIR34C,0,0,0,0,0,3,4,0,3,0
MIR23B,2,1,1,0,0,1,0,0,0,1
MIR203A,0,0,0,0,0,0,0,0,0,0
MIR433,0,0,0,0,0,0,0,5,0,0
MIR615,0,0,0,0,0,0,0,0,0,0
MIR550A2,0,0,0,0,0,0,0,0,0,0
MIR661,0,0,0,0,0,0,0,0,0,0
MIR649,0,0,0,0,0,0,0,0,0,0
MIR587,0,0,0,0,0,0,0,0,0,0
MIR583,0,0,0,0,0,0,0,0,0,0
MIR662,0,0,0,0,0,0,0,0,0,0
MIR526B,0,0,0,0,0,0,0,0,0,0
MIR199B,0,1,0,0,1,0,0,0,1,2
MIR30B,0,0,0,0,0,0,0,0,0,0
MIR606,0,0,0,0,0,0,0,0,0,0
MIR181D,0,0,0,0,0,0,0,0,0,0
MIR135A2,0,0,0,0,0,0,0,0,0,0
MIR544A,0,0,0,0,0,0,0,0,0,0
MIR593,0,0,0,0,0,0,0,0,0,0
MIR508,0,0,0,0,0,0,0,0,0,0
MIR215,0,0,0,0,0,0,2,0,0,0
MIR520A,0,0,0,0,0,0,0,0,0,0
MIR181A2,0,0,0,0,0,0,0,0,0,0
MIR490,0,0,0,0,0,0,0,0,0,0
MIR124-3,0,0,0,0,0,0,0,0,0,0
MIR520E,0,0,0,0,0,0,0,0,0,0
MIR598,1,0,0,0,0,0,0,0,0,0
MIR206,0,0,0,0,0,0,0,0,0,0
MIR191,0,0,2,0,0,0,0,0,0,0
MIR554,0,0,0,0,0,0,0,0,0,0
MIR200A,0,0,0,0,0,0,1,0,0,0
MIR127,0,0,0,0,0,0,1,1,1,1
MIR491,0,0,0,0,0,0,0,0,0,0
MIR149,0,0,0,0,0,1,0,0,3,3
MIR604,0,0,0,0,0,0,0,0,1,1
MIR181C,0,0,0,0,0,0,0,0,0,0
MIR193A,0,1,0,0,0,0,0,0,0,0
MIR515-2,0,0,0,0,0,0,0,0,0,0
MIR515-1,0,0,0,0,0,0,0,0,0,0
MIR3074,0,0,0,0,0,0,0,0,0,0
MIR585,0,0,0,0,0,0,0,0,0,0
MIR516A2,0,0,0,0,0,0,0,0,0,0
MIR619,0,0,0,0,0,0,2,1,0,0
MIR194-1,0,0,0,0,0,0,0,0,0,0
MIR128-2,0,0,0,0,0,0,0,0,0,0
MIR562,0,0,0,0,0,0,0,0,0,0
MIR581,0,0,0,0,0,1,0,0,0,0
MIR651,0,0,0,0,0,0,0,0,0,0
MIR526A1,0,0,0,0,0,0,0,0,0,0
MIR7-3,0,0,0,0,0,0,0,0,0,0
MIR641,4,2,9,4,1,2,0,2,1,0
MIR588,0,0,1,0,0,0,0,0,0,0
MIR505,0,0,0,0,0,0,0,0,0,0
MIR521-1,0,0,0,0,0,0,0,0,0,0
MIR499A,0,0,0,0,0,0,0,0,1,0
MIR595,0,0,0,0,0,0,0,0,0,0
MIR99A,0,0,0,0,0,0,0,0,0,0
MIR193B,0,0,0,0,0,0,0,0,0,0
MIR510,0,0,0,0,0,0,0,0,0,0
MIR571,0,0,0,1,0,0,0,0,1,0
MIR512-2,0,0,0,0,0,0,0,0,0,0
MIR512-1,0,0,0,0,0,0,0,0,0,0
MIR655,0,0,0,0,0,0,0,0,0,0
MIR153-1,0,0,0,0,0,0,0,0,0,0
MIR138-2,0,0,0,0,0,0,0,0,0,0
MIR570,1,2,4,3,1,0,1,1,3,5
MIR28,0,0,0,0,0,0,0,0,0,0
MIR621,16,10,35,40,34,11,27,23,40,80
MIR558,0,0,0,0,0,0,0,0,0,0
MIR128-1,0,0,0,0,0,0,0,0,0,0
MIR489,0,0,0,0,0,0,0,0,0,0
MIR548AA2,0,1,2,1,0,1,1,0,2,3
MIR548A2,0,0,0,0,0,0,0,0,0,0
MIR183,0,0,0,0,0,0,0,0,0,0
MIR592,0,0,0,0,0,0,0,0,0,0
MIR602,0,0,0,0,0,0,0,0,0,0
MIR184,0,0,0,0,0,0,0,0,0,0
MIR659,0,0,0,2,0,0,0,3,2,0
MIR573,1,0,5,5,2,0,0,5,8,4
MIR32,0,0,0,0,0,0,0,0,0,0
MIR518A2,0,0,0,0,0,0,0,0,0,0
MIR597,0,0,0,0,0,0,0,0,0,0
MIR211,0,0,0,0,0,0,0,0,0,0
MIR7-2,0,0,0,0,0,0,0,0,0,0
MIR548D1,0,0,2,1,0,0,0,1,0,0
MIR129-1,0,0,0,0,0,0,0,0,0,0
