gene_name,1-2B-8-3:_K562_cells_RBM48_KO_#1,2-2B-9-4:_K562_cells_RBM48_KO_#2,3-2B-10-5:_K562_cells_RBM48_KO_#3,4-2B-11-6:_K562_cells_RBM48_KO_#4,5-2B-12-7:_K562_cells_RBM48_KO_#5,6-2B-13-8:_K562_cells_RBM48_KO_#6,7-VC-8-3:_K562_cells_Vector_Control_#1,8-VC-9-4:_K562_cells_Vector_Control_#2,9-VC-10-5:_K562_cells_Vector_Control_#3,10-VC-11-6:_K562_cells_Vector_Control_#4,11-VC-12-7:_K562_cells_Vector_Control_#5,12-VC-13-8:_K562_cells_Vector_Control_#6
SDAD1P4,0,0,0,1,0,0,0,0,0,0,0,0
RPS3AP12,1,1,0,1,0,0,0,0,0,0,1,0
RPL7AP15,0,0,0,0,0,0,0,0,0,0,1,0
POLR1H,0,0,0,0,0,0,0,0,0,0,0,0
SNX25P1,0,0,4,6,1,11,0,0,5,5,11,9
ELOA-AS1,444,237,408,450,440,464,568,337,336,531,456,345
LINC01563,0,0,0,0,0,0,0,0,0,0,0,0
BCYRN1,256,171,216,123,299,241,341,102,268,352,268,223
LSM2,36,33,21,35,48,24,51,42,0,15,19,72
RPL23AP5,25,8,39,41,35,17,34,51,6,29,123,32
CBR3-AS1,73,183,105,73,111,81,132,192,108,118,75,82
YME1L1P1,0,0,0,0,0,0,0,0,0,0,0,0
CBY1P1,0,0,0,0,0,0,0,0,0,0,0,0
LINC00421,0,1,0,0,0,0,0,0,0,0,0,0
PCYT1B-AS1,0,0,0,0,0,0,0,0,0,0,0,0
LOC101929532,0,0,0,0,0,0,0,0,0,0,0,0
RPL24P6,1,1,0,0,1,0,0,0,0,0,0,0
LINC01474,5,75,24,21,15,4,8,23,31,13,4,10
OR2R1P,0,0,0,0,0,0,0,0,0,0,0,0
LINC00486,0,0,0,0,0,0,0,0,0,0,0,0
LOC284898,0,0,0,0,0,0,0,0,0,0,0,0
NIFK-AS1,674,234,1013,1016,830,1029,910,286,1054,1265,892,908
RPL23AP23,0,0,0,0,0,0,0,0,0,0,0,0
LOC100996263,2,0,4,1,1,7,2,0,0,3,2,0
POMPP1,0,0,0,0,0,0,0,0,0,0,0,0
LINC00106,4,5,7,11,23,6,1,9,7,28,0,27
PPIAP36,0,1,0,0,0,0,1,0,0,0,0,0
MTATP6P26,0,0,0,0,0,0,0,0,0,0,0,0
RPS26P57,0,0,0,0,0,0,0,0,0,0,0,0
LINC01554,140,362,257,190,219,270,252,314,226,306,284,243
HLA-DRB1,0,0,0,0,0,0,0,0,0,6,0,0
RPS15P1,0,0,0,1,0,0,0,0,0,1,0,0
ASS1P7,0,0,0,0,0,0,0,0,0,0,0,0
GTF2H4,0,0,38,0,0,0,0,0,0,0,0,0
MIR600HG,1290,1515,1408,1637,2627,1482,1559,2187,1854,2278,2810,1779
LY6G6D,1,4,1,0,0,1,0,0,0,0,0,0
RPS5P4,2,0,0,0,1,0,1,2,0,0,0,2
RPS13P3,0,0,0,2,0,2,0,0,1,0,0,0
LINC01852,0,0,0,0,0,0,0,0,0,5,0,0
DNAJA1P2,0,0,0,0,0,0,0,0,0,0,0,0
LOC729126,3,2,0,0,2,3,0,6,5,0,9,5
RPL35AP37,0,0,0,0,0,0,0,0,0,0,0,0
PTGES3P4,0,0,0,0,0,0,0,0,0,0,0,0
BAALC-AS2,0,0,0,0,0,0,0,0,0,0,0,0
LOC391711,0,0,0,0,0,0,0,1,0,0,0,0
HNRNPA1P70,0,0,0,0,1,0,0,0,0,0,0,0
LINC01774,0,0,0,0,0,0,0,0,0,0,0,0
NF1P8,34,130,80,93,116,104,63,153,101,107,137,125
LOC105371458,0,6,4,9,4,0,0,4,0,3,1,5
SULT1D1P,0,0,0,0,0,0,0,0,0,0,0,0
OR52N3P,0,0,0,0,0,0,0,0,2,0,0,0
GAPDHP51,0,0,0,0,0,0,0,0,0,0,0,0
RPL6P20,1,0,0,2,1,0,1,0,0,0,2,0
ANKRD44-IT1,0,0,0,0,0,1,0,2,0,0,0,0
LOC100967223,0,0,0,0,0,0,0,0,0,0,0,0
C3orf84,0,0,0,0,0,0,0,0,0,0,0,0
OR10G9,0,0,0,0,0,0,0,0,0,0,0,0
LOC101927964,2,0,2,0,0,0,0,0,0,0,0,0
EDRF1-AS1,0,0,0,0,0,0,0,0,0,0,0,0
RPL12P12,1,1,2,1,0,2,1,0,1,5,0,1
YBX1P9,0,0,0,0,0,0,0,0,0,0,0,0
MLIP-IT1,0,0,0,0,0,0,0,0,0,0,0,0
RPL36AP11,0,0,0,0,0,0,0,0,0,0,0,0
KRT18P52,0,0,0,2,0,1,0,0,0,0,0,0
GLIS3-AS1,0,0,0,0,0,0,0,0,0,0,0,0
LINC01812,0,0,0,0,0,0,0,0,0,0,0,0
LRRFIP2P1,0,0,0,0,0,0,0,0,0,0,0,0
LOC100129456,0,0,0,0,0,0,1,0,0,0,0,0
HLA-C,0,0,0,0,0,0,0,0,0,0,0,0
USP9YP3,1,2,0,0,0,0,1,0,4,0,0,0
RPL21P33,0,0,0,0,0,0,0,1,0,0,0,0
RPSAP7,0,0,0,0,0,0,0,0,0,1,0,0
CASP3P1,0,0,0,0,0,0,0,0,0,0,0,0
ZEB1-AS1,419,377,1050,933,1135,982,762,769,811,1149,1505,868
NDUFA6-DT,77,171,101,167,174,118,155,143,111,129,237,216
USP17L8,0,0,0,0,0,0,0,0,0,0,0,0
DPH3P2,0,0,0,0,0,0,0,0,0,0,0,0
TRIM40,0,0,0,0,0,0,0,0,0,2,0,0
TTTY12,0,0,0,0,0,0,0,0,0,0,0,0
RPL34P1,0,0,0,0,0,0,0,0,0,2,1,0
GABBR1,0,0,2,0,0,2,2,0,1,1,0,0
PRMT5-AS1,0,0,0,0,1,0,0,0,0,0,0,0
MTCO1P48,0,1,0,0,1,0,0,0,0,0,0,0
EIF3IP1,1,0,0,0,0,0,0,0,0,0,0,0
RPL5P2,0,0,0,0,0,0,0,0,0,0,0,0
LOC105375166,0,0,0,0,0,0,0,0,0,0,0,0
TRIM27,12,103,92,50,86,74,40,135,131,56,153,115
RPL31P42,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP48,0,0,0,0,0,0,0,0,0,0,0,0
HCG22,0,0,0,0,0,0,0,1,0,0,0,0
LOC101927164,1,0,3,0,1,0,0,5,0,2,0,0
NCR3,0,0,0,0,0,0,0,0,0,0,0,0
HCP5,0,0,0,1,0,0,0,1,0,0,0,0
RPL21P111,0,0,0,0,0,0,0,0,0,0,0,0
TAAR9,0,0,0,0,0,0,0,0,0,0,0,0
GABBR1,513,444,468,192,479,412,405,357,427,708,369,381
CDSN,0,0,0,0,0,0,0,0,0,0,0,7
LOC100421775,0,0,16,12,6,1,2,2,0,2,13,17
LINC01056,0,0,1,0,2,4,0,2,0,0,0,5
CDSN,0,0,0,0,0,0,0,0,0,0,0,0
MTND2P11,0,0,0,0,0,0,0,0,0,0,0,0
HAND2-AS1,132,145,425,303,394,472,168,103,163,223,460,346
LINC02652,0,0,0,0,0,0,0,0,4,0,0,0
MTCYBP34,0,0,0,0,0,0,0,0,0,0,0,0
LOC107985453,0,0,0,0,0,0,0,0,0,0,0,0
DDX10P1,0,3,2,1,3,2,3,5,4,2,12,0
C4orf51,0,0,0,0,0,0,0,0,0,0,0,0
ZNF503-AS2,3,6,9,15,1,0,0,3,0,2,0,4
CNTFR-AS1,0,0,0,0,0,0,0,0,0,0,0,0
RPS20P9,0,1,0,0,0,0,0,5,0,0,0,0
CDSN,0,0,0,0,0,0,0,0,0,0,0,0
B3GNT9,98,173,86,182,202,67,89,278,79,143,263,107
NME1P1,0,0,0,0,0,0,0,0,0,0,0,0
LOC100996696,0,0,0,0,0,1,0,0,0,0,0,0
H3P7,0,0,0,0,0,0,0,0,0,0,0,0
LINC01797,0,0,0,0,0,0,0,0,0,0,0,0
LOC107987328,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP9-10P,0,0,0,0,0,0,0,0,0,0,0,0
VN1R66P,0,0,0,0,0,0,0,0,0,0,0,0
RPS8P5,1,2,0,0,0,1,3,0,0,0,0,0
NR2F1-AS1,0,0,11,2,0,0,11,1,0,1,1,2
CDKN2AIPNL,1349,1207,1210,1225,1442,1342,1304,1099,1243,1464,1633,1238
TRIM10,11,3,34,26,17,25,4,12,30,102,18,5
DLGAP5P1,0,0,0,0,0,0,0,0,0,0,0,0
RBM17P3,0,0,0,0,0,3,0,0,0,2,0,0
LOC101928495,1,12,0,0,8,3,1,7,6,1,13,4
LOC100130121,0,0,0,0,0,0,0,0,0,0,0,0
RPL23AP22,0,0,0,0,0,0,0,0,0,0,0,0
RPS9P2,2,1,2,2,1,1,2,4,0,0,1,1
HLA-G,0,0,0,0,0,0,0,0,0,0,0,0
LINC01968,0,0,0,2,0,0,0,0,0,0,0,0
SULT1C2P1,0,0,1,0,0,0,0,0,0,0,0,1
OR13K1P,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP39,0,0,0,1,0,0,0,0,7,0,0,0
KRTAP2-5P,0,0,0,0,0,0,0,0,0,0,0,0
ZNF295-AS1,1,1,1,0,0,0,1,0,0,0,0,0
TRDD2,0,0,0,0,0,0,0,0,0,0,0,0
BMS1P10,13,27,9,18,15,20,7,30,12,28,26,14
CREB3L2-AS1,0,0,0,0,0,0,0,0,0,0,0,0
MBD3L5,0,0,0,0,0,0,0,0,0,0,0,0
LINC00987,0,0,0,0,0,0,0,0,0,0,0,0
LOC100130331,0,0,1,2,0,0,0,0,0,0,0,0
TRBV30,0,0,1,4,1,4,1,0,0,1,0,9
PGAM3P,0,0,0,0,0,0,0,0,0,0,0,0
MTND2P8,0,0,0,0,0,0,0,0,0,0,0,0
PPIAP67,1,0,6,0,1,6,0,2,0,4,0,2
LOC100129291,0,66,23,28,11,19,1,98,8,9,25,26
LINC01810,0,0,0,0,0,0,0,0,0,0,0,0
LINC01519,0,0,0,0,0,0,0,0,3,0,0,0
RBMY2TP,0,0,0,0,0,0,0,0,0,0,0,0
OR51R1P,0,0,0,0,0,0,0,0,0,0,0,0
RLIMP2,0,0,0,0,1,0,0,1,0,0,0,0
LINC00851,0,0,0,0,0,0,0,0,0,0,0,0
CKMT1B,357,166,293,315,70,438,410,46,208,357,66,242
LINC01343,0,0,0,0,0,0,0,0,0,0,0,0
LINC01732,0,1,1,0,0,0,0,0,0,0,0,0
SMG1P1,726,794,840,915,1047,1023,1148,769,888,1281,1362,1113
TTN-AS1,1110,820,1505,1463,1930,1300,1379,1120,1385,1811,2123,1810
MTCO1P19,0,0,0,0,0,0,0,0,0,0,0,0
OFD1P11Y,0,0,0,0,0,0,0,0,0,0,0,0
HIGD1AP8,0,0,0,0,0,0,0,0,0,0,0,0
HSPE1P22,0,0,0,0,0,0,0,0,0,0,0,0
LOC107985801,0,0,0,0,0,0,0,0,0,0,0,0
MTND2P6,0,0,0,0,0,0,0,0,0,0,0,0
GS1-124K5.4,91,76,155,156,162,146,135,52,163,120,143,154
LOC105378066,0,0,0,0,0,0,0,0,0,0,0,0
RPL12P39,0,0,0,0,0,0,0,0,0,0,0,0
LOC105374461,0,0,0,0,0,0,0,0,0,0,0,0
RPL7L1P10,0,0,0,0,0,0,0,0,0,0,0,0
RAI1-AS1,0,0,0,0,0,0,0,0,0,0,0,0
RNF223,0,0,0,0,0,1,0,1,0,5,0,0
MSH5,42,193,0,107,160,0,162,158,0,228,0,0
PFDN6,743,260,645,474,491,680,734,272,251,664,259,173
FTCD-AS1,0,0,0,0,0,0,0,0,0,0,0,0
LINC01502,6,16,18,10,21,14,8,19,4,21,15,28
SYP-AS1,0,0,2,0,4,3,0,1,0,0,0,0
PBX2,0,0,0,0,0,338,0,0,0,0,0,224
PATE4,0,1,0,0,2,1,0,1,0,0,0,0
OR52S1P,0,0,0,0,0,0,0,0,0,0,0,0
TUSC8,0,0,3,0,0,2,0,0,0,0,0,0
UNQ6494,0,0,0,0,0,0,0,0,0,0,0,0
LOC112267897,0,4,0,0,2,0,2,0,5,0,0,0
NT5DC1P1,0,0,0,0,0,0,0,0,0,0,0,0
OR4A47,0,0,0,0,0,0,0,0,0,0,0,0
LNCNEF,0,0,0,0,0,0,0,0,0,0,0,0
PITRM1-AS1,7,0,7,19,9,5,14,1,13,2,130,16
LINC01304,0,0,0,0,0,0,0,0,0,0,0,0
NDUFA9P1,0,0,4,0,0,0,0,0,6,0,0,0
ART2BP,0,0,0,0,0,0,0,0,0,0,0,0
RPL27AP2,0,0,0,0,0,0,0,0,0,0,0,0
PRSS56,0,0,0,0,0,1,0,0,0,0,0,0
MGC27382,11,18,18,27,40,26,14,13,30,25,12,26
LOC101928932,0,0,0,1,1,0,0,0,0,0,0,0
FOXD2-AS1,759,1108,1495,1205,1603,1237,1116,1965,1073,1252,1373,1285
RPSAP2,2,0,0,4,1,3,1,1,0,0,4,0
TOMM22P1,0,0,0,0,0,0,0,0,0,0,0,0
RPS7P12,0,0,0,0,1,1,0,0,0,1,1,0
RPSAP11,3,5,5,2,2,3,6,3,5,3,3,2
SMNP,0,0,0,0,0,0,0,0,0,0,0,0
LINC02790,0,0,0,0,0,0,0,0,0,0,0,0
ASS1P12,0,0,0,0,0,0,2,0,0,0,0,0
ZNF737,20,87,96,56,103,51,17,85,7,58,45,49
OR13D2P,0,0,0,0,0,0,0,0,0,0,0,0
CDC27P2,0,0,0,0,0,0,0,0,0,0,0,0
TAAR4P,0,0,0,0,0,0,0,0,0,0,0,0
RPL23AP71,0,0,0,0,0,0,0,0,0,0,0,0
MEIOSIN,115,89,335,203,291,386,200,77,244,267,213,248
HLA-DQB1-AS1,0,0,0,0,0,0,0,0,0,0,0,0
LOC101928438,5,5,3,8,1,4,8,10,2,1,3,1
TRIM27,45,19,23,44,25,41,36,19,40,52,52,44
LRRC52-AS1,0,0,1,0,0,0,0,2,0,3,0,0
MTCO3P41,0,0,0,0,0,0,0,0,0,0,0,0
USP9YP35,0,0,0,0,0,0,0,0,0,0,0,0
LOC101928661,0,0,0,0,0,0,0,0,0,0,0,0
TUBB8P10,0,8,11,0,0,0,7,2,0,0,0,5
RPL7P53,0,0,0,0,0,0,0,0,0,0,0,0
LINC01637,0,0,1,0,1,1,1,0,4,0,0,0
LOC105373876,0,0,0,0,0,0,0,0,0,0,0,0
RPS27AP8,0,0,0,0,0,0,0,0,0,0,0,0
LINC01684,163,193,334,352,495,349,313,333,363,554,571,573
VN1R48P,0,0,1,0,0,0,0,0,0,0,0,0
C10orf143,14,3,48,48,62,16,15,24,18,27,52,23
LINC01409,327,717,638,672,1021,803,857,1255,778,1085,1139,789
OR2L9P,0,0,0,0,0,0,0,0,0,0,0,0
WAKMAR2,206,221,863,848,982,769,669,345,702,1053,1012,785
PKN2-AS1,8,27,34,63,89,45,24,18,29,51,86,29
RPSAP15,6,1,2,6,3,0,2,1,2,1,1,5
HLA-F,0,0,3,10,6,8,0,6,6,2,10,1
GPAT2P1,0,1,0,0,1,0,0,13,0,0,0,3
UNC5B-AS1,0,2,0,1,3,2,1,0,1,0,0,0
SHISA9,304,671,395,313,609,354,384,761,318,606,655,521
OR7E24,0,0,0,0,0,0,0,0,0,0,0,0
LINC00857,32,15,24,29,12,8,30,14,102,50,23,30
TEX51,0,0,0,0,0,0,0,0,0,0,0,0
HLA-DQA1,0,0,0,0,0,0,0,0,0,0,0,0
MTCO3P17,0,0,0,0,0,0,0,0,3,0,0,0
RPS6P3,0,0,0,0,0,0,0,0,0,0,0,0
RPL9P8,361,455,330,510,318,315,347,441,247,291,221,256
RPL21P74,0,0,0,0,0,0,0,0,0,0,0,0
LINC02567,0,0,0,0,0,0,0,0,0,0,0,0
KCND3-AS1,0,0,0,0,0,0,0,0,0,0,0,0
CDY7P,0,0,0,0,0,0,0,0,0,0,0,0
LINC01497,0,0,0,0,0,0,0,1,0,0,0,0
TUBAP1,0,0,0,0,0,0,0,0,0,0,0,0
LOC100421386,0,0,0,0,0,0,0,0,0,0,0,0
LINC01856,0,6,6,3,5,4,5,6,0,7,6,0
PYY2,1,1,1,8,1,0,0,0,0,0,0,0
LINC01514,0,0,0,0,0,0,0,0,0,0,0,0
POU5F1,0,0,0,3,0,0,0,0,0,0,0,0
RPL34P8,0,0,0,0,0,0,0,0,0,0,0,0
HMGN1P32,0,0,0,0,0,0,0,0,0,0,0,0
RPL17P24,0,0,0,0,0,0,0,0,0,0,0,0
LOC150051,0,0,0,0,0,0,0,0,0,0,0,0
LINC01275,2,9,12,6,13,1,4,20,14,19,6,5
LOC644135,0,353,53,79,173,15,7,531,0,24,98,127
TAP2,0,0,0,0,66,43,0,21,0,40,0,39
OR4C50P,0,0,0,0,0,0,0,0,0,0,0,0
FAM138A,35,72,9,59,0,48,33,63,75,50,52,0
BTBD7P2,0,0,0,0,0,0,0,0,0,0,0,0
OR3B1P,0,0,0,0,0,0,0,0,0,0,0,0
OR9A1P,0,0,0,0,0,0,0,0,0,2,0,0
ELOCP18,0,0,0,0,0,0,0,0,0,0,0,0
OXCT2P1,0,21,6,2,23,16,5,26,7,3,14,0
MTCO2P19,0,0,0,0,0,0,0,0,0,0,0,0
NIFKP9,5,0,0,0,0,0,0,3,0,0,0,0
DUX4L29,2,0,0,0,0,0,0,0,0,0,0,0
ANKRD26P3,0,3,0,0,0,0,0,1,0,0,8,0
LINC02245,22,28,36,17,45,19,25,31,45,46,20,22
RPL28P2,0,0,0,0,0,0,0,0,0,0,0,0
KIFC1,478,640,620,590,311,430,570,679,618,941,781,452
OR11Q1P,0,0,0,0,0,0,0,0,0,0,0,0
C2orf74,0,0,0,0,1,3,5,2,2,0,0,0
LOC101929653,0,0,0,0,1,0,0,0,0,0,0,0
LINC00316,0,0,0,0,0,0,0,0,0,0,0,0
GRM7-AS2,0,0,0,0,0,0,0,0,0,0,0,0
LINC01115,0,0,0,0,2,0,0,0,0,0,0,0
TEX36-AS1,0,0,0,0,0,0,0,0,0,0,0,0
VDAC1P11,0,0,11,16,9,0,2,0,2,0,0,9
RPSAP35,0,0,0,0,0,0,0,0,0,0,0,0
LOC101929705,7,34,22,39,59,45,3,110,28,27,23,13
LOC101929006,0,0,0,0,0,0,0,0,0,0,0,0
IRGM,3,27,11,9,17,8,23,14,14,24,47,26
LOC101928596,0,0,0,0,0,0,0,0,0,0,0,0
SPIN2P1,0,0,0,5,0,0,0,0,0,0,0,0
EEF1A1P28,1,0,0,0,2,1,0,1,0,2,0,1
MTCO3P11,1,2,0,0,4,5,4,1,8,12,0,4
P4HA2-AS1,0,0,0,0,0,2,0,0,0,0,0,0
HSPA1A,0,0,0,0,0,0,0,0,0,0,0,0
CAMTA1-AS2,0,0,0,0,0,0,0,0,0,0,0,0
RPS5P8,0,0,0,0,0,0,0,0,0,1,0,0
RNGTTP1,0,0,0,0,0,0,0,0,0,0,0,0
CT75,2,0,0,0,0,2,0,3,0,0,0,0
RNF39,0,0,0,0,0,0,0,0,0,0,0,0
DCTN1-AS1,0,0,0,0,0,0,0,0,0,3,0,0
RNF216-IT1,0,0,1,0,0,0,1,2,0,0,0,0
FBP2P1,5,7,7,7,8,1,2,8,0,0,12,16
KCNH7-AS1,0,0,0,0,0,0,0,0,0,0,0,0
LINC01143,0,0,0,0,0,0,0,0,0,2,0,0
NCKAP1P1,0,0,0,0,0,0,0,0,0,0,0,0
LOC105378464,0,1,0,1,0,0,0,0,0,0,0,0
AMY1A,1,2,0,0,0,1,1,1,8,5,2,0
FAM200B,828,1127,1103,1561,1373,1144,894,1267,1329,1236,1677,1405
GGTA2P,16,1,9,12,14,9,23,1,10,29,20,21
SPATA31D2P,0,0,0,0,0,0,0,0,0,0,0,0
RPL14P4,1,3,0,2,0,1,0,2,3,0,2,1
OR14J1,0,0,0,0,0,0,0,0,0,0,0,0
RPS2P10,1,0,0,1,0,0,1,0,0,0,0,0
LINC02877,0,0,0,0,0,0,0,0,0,0,0,7
LINC01318,0,0,0,0,1,1,0,4,0,0,0,0
RPL18AP16,0,1,1,0,1,0,1,0,0,0,0,4
FAM197Y6,0,0,0,0,0,0,0,0,0,0,0,0
LINC00211,0,0,1,0,0,0,0,0,0,0,0,0
LOC100507516,0,0,0,0,0,0,0,0,0,0,0,0
NCR3,31,5,33,55,17,59,29,7,51,51,36,35
HCG9,4,1,6,2,7,8,2,0,6,0,4,6
SFTA2,0,0,0,0,0,0,0,1,0,0,0,0
RPL21P109,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP29,1,0,0,0,0,1,1,0,0,1,0,0
CDK6-AS1,20,1,4,10,10,22,9,1,12,15,10,14
RPL23AP33,0,0,0,0,0,0,0,0,0,0,0,0
RGL2,0,0,353,215,337,0,0,306,0,0,0,364
RPS15AP29,0,0,0,0,0,0,0,0,0,0,0,2
PPP1R11,0,0,0,0,0,0,0,0,0,0,0,0
MOG,7,0,3,9,2,4,3,0,0,0,14,0
FAM21FP,78,50,78,144,107,126,65,50,89,88,82,83
KRTAP19-9P,0,0,0,0,0,0,0,0,0,0,0,0
LOC645202,0,0,10,0,0,0,0,0,0,0,0,0
NFIA-AS1,0,0,8,3,3,1,0,1,0,0,0,0
EEF1A1P31,0,0,0,2,1,1,0,0,0,1,1,0
LOC100506271,0,0,0,0,0,0,0,0,0,0,0,0
LOC102724434,2,4,18,2,4,2,15,1,14,2,35,3
POU5F1P4,0,0,0,0,0,0,0,0,0,0,0,0
LINC00398,0,0,0,0,0,0,0,0,0,0,0,0
TSBP1,0,0,0,0,0,0,0,0,0,0,0,0
DGUOK-AS1,206,71,101,140,107,174,94,55,139,143,80,101
DDX39B,6522,3123,7073,7602,6569,7043,6480,3056,5822,8796,8971,6365
LINC00243,0,0,0,16,26,0,27,27,0,8,0,1
HCG22,0,0,0,0,0,0,0,0,0,0,0,0
MUPP,0,1,0,0,0,1,0,0,0,1,0,0
MTCO1P18,0,0,0,0,0,0,0,0,0,0,0,0
SRP68P3,0,0,0,0,0,0,0,1,0,0,0,0
FTLP19,0,0,0,0,0,0,0,0,0,0,0,0
SIRPG-AS1,5,14,6,4,12,5,11,19,5,5,7,5
RPL37P12,0,0,0,0,0,0,0,0,0,0,0,0
PARP4P1,0,0,1,0,0,0,0,0,0,0,0,0
SAPCD1,0,0,0,0,0,0,0,0,0,0,54,0
LINC02570,0,0,0,0,0,0,0,0,0,0,0,0
RPL21P112,0,0,0,0,0,3,0,0,0,0,0,0
NFIA-AS2,1,5,6,4,5,0,4,0,2,6,5,4
RPL31P14,0,0,0,1,0,0,0,0,0,0,0,0
LINC02702,0,0,0,0,0,0,0,0,0,0,0,0
LINC01238,35,65,41,71,63,50,96,75,47,76,42,60
KCNQ1DN,0,0,0,0,0,0,0,0,0,0,0,0
PRKCQ-AS1,1259,765,920,916,1092,1347,1433,821,1279,1615,1228,785
LINC00649,596,908,1164,1595,1156,979,597,689,942,1036,1365,1097
MTATP6P20,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP73,0,0,0,0,0,0,0,0,0,0,0,0
TUBG1P,0,1,0,0,0,0,0,0,0,1,0,0
MTCO1P12,113,97,127,212,108,95,99,92,84,132,68,114
FLG-AS1,4,6,2,4,1,3,3,7,4,2,14,4
PTENP1,23,18,17,34,27,44,13,2,45,12,73,26
CELF2-AS2,0,0,0,0,0,0,0,0,0,0,0,0
LOC105378137,0,0,0,0,0,0,0,0,0,0,0,0
LINC01679,1,1,4,0,1,0,0,0,0,0,0,0
RPL35P1,0,0,0,1,0,0,0,0,1,0,1,0
RCC2P2,0,0,0,0,0,0,0,0,0,0,0,0
ACTG1P19,0,0,0,0,0,0,0,0,0,0,0,0
PSME2P1,1,1,0,0,2,3,0,1,1,0,0,1
NPAP1P6,0,0,0,0,0,0,0,0,0,0,0,0
RPL10P4,1,0,0,0,0,1,1,0,0,0,0,0
LOC101927851,0,3,1,8,13,3,5,1,0,3,2,6
LOC100996442,1160,888,1186,1065,1227,1507,1668,1371,1554,1673,1396,997
RPL23P3,0,0,0,0,0,0,0,0,0,0,0,0
HTR3E-AS1,0,0,0,0,0,0,0,0,0,0,0,0
ZDHHC4P1,0,0,0,0,0,0,0,0,0,0,0,0
LOC100131216,0,0,0,0,0,0,0,0,0,0,0,0
TRIM31-AS1,0,0,0,0,0,0,0,0,0,0,0,0
S100A11P5,0,8,0,0,3,2,6,7,0,1,2,0
OOSP1P1,0,0,0,0,0,0,0,0,0,0,0,0
LINC02257,0,0,0,1,0,0,0,3,0,0,1,0
MTND5P22,0,0,0,0,0,0,0,0,0,0,0,0
MTND1P30,0,0,0,0,0,0,0,0,0,0,0,0
ISCUP1,0,0,0,0,0,0,0,0,0,0,0,0
PRRT1,2,3,0,5,2,1,0,1,5,0,0,1
ZEB2-AS1,10,9,7,23,18,14,15,4,7,12,25,1
SPATA3-AS1,2,1,1,3,2,5,8,0,5,7,2,3
HCG25,0,6,0,0,0,0,0,3,0,0,0,0
RPLP0P7,0,0,0,0,0,0,0,0,0,0,0,0
TSPY9P,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP32,0,0,0,0,0,0,0,0,0,0,0,0
LINC01352,0,0,0,0,0,0,0,0,0,0,0,0
LOC100506224,0,0,0,0,0,0,0,0,0,0,0,0
LRRC37A2,79,63,107,103,166,145,129,111,151,181,183,165
PPP1R26P1,0,0,0,0,0,0,0,0,0,0,0,0
FMO8P,0,0,0,0,0,0,0,0,0,0,0,0
OFD1P7Y,0,0,0,0,0,0,0,0,0,0,0,0
LOC100421336,0,1,0,1,0,0,1,2,0,0,0,0
LINC02037,1,0,12,8,14,2,9,6,14,12,8,19
ABCA17P,32,32,26,22,59,34,52,35,29,48,27,19
LINC01625,22,1,30,17,12,26,10,7,30,21,31,11
RPL9P7,6,0,0,10,0,0,3,0,0,2,46,8
PPP1R10,3956,484,4939,4407,3658,3798,3356,1011,3644,5324,4362,4036
GOLGA2P5,311,613,608,590,795,391,354,917,447,693,817,666
RNF14P3,0,0,2,4,0,0,0,0,0,0,0,0
RPS13P4,0,0,0,0,0,0,0,0,0,0,0,0
LINC01410,109,121,277,207,199,111,141,176,41,263,418,237
RAD21P1,0,0,0,0,0,0,3,0,0,0,0,0
SLC25A24P2,5,17,12,4,9,17,11,10,5,0,49,8
LINC01589,0,4,1,0,5,0,0,1,0,4,0,0
LINC00426,18,37,9,6,18,2,10,24,4,4,7,13
SLC9A3P2,0,0,2,2,0,0,0,0,0,0,0,0
LTA,0,3,1,2,0,0,0,3,2,2,2,0
MAP3K20-AS1,0,1,4,2,3,0,0,1,0,2,0,0
EHMT2,1413,2012,1091,1606,1377,1355,925,1504,1080,1631,1195,1185
USP9YP10,0,0,0,0,0,0,0,0,0,0,0,0
BRWD1-AS1,0,1,4,16,8,5,2,4,5,3,13,11
LOC105376805,0,0,0,0,0,0,0,0,0,0,0,0
TUBAP8,0,0,0,0,0,0,0,0,0,0,0,0
HCG27,0,0,0,0,0,0,0,0,1,0,0,0
RPS15AP31,0,0,0,0,0,0,0,0,0,0,0,0
OR7E140P,0,0,0,0,0,0,0,0,0,0,0,0
FAM50B,0,0,1,0,0,0,0,2,0,0,0,0
OR7E117P,0,0,0,0,0,0,0,0,0,0,0,0
LOC646938,0,0,0,0,0,0,0,0,0,0,0,0
LINC01053,0,0,0,0,0,0,0,0,0,0,0,0
RPS2P35,1,1,1,1,1,4,1,1,1,1,1,1
RPL21P34,0,0,0,0,0,0,0,0,0,1,0,1
AHCYP2,1,0,0,0,0,1,1,0,0,0,0,0
RPS27P5,0,0,0,0,0,0,0,0,0,0,0,0
CD81-AS1,2,5,3,3,4,2,2,4,0,0,0,1
HADHBP1,0,4,35,80,16,8,0,27,0,21,32,88
PHACTR3-AS1,0,0,0,0,0,0,0,0,0,0,0,0
NOTCH4,20,10,14,1,8,12,12,40,35,18,6,6
